,Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,Active
9258,,Uganda,1,32,2/25/2020,0,0,0,0
9259,,Ukraine,48.3794,31.1656,2/25/2020,0,0,0,0
9260,,United Arab Emirates,24,54,2/25/2020,13,0,4,9
9261,Bermuda,United Kingdom,32.3078,-64.7505,2/25/2020,0,0,0,0
9262,Cayman Islands,United Kingdom,19.3133,-81.2546,2/25/2020,0,0,0,0
9263,Channel Islands,United Kingdom,49.3723,-2.3644,2/25/2020,0,0,0,0
9264,Gibraltar,United Kingdom,36.1408,-5.3536,2/25/2020,0,0,0,0
9265,Isle of Man,United Kingdom,54.2361,-4.5481,2/25/2020,0,0,0,0
9266,Montserrat,United Kingdom,16.7425,-62.1874,2/25/2020,0,0,0,0
9267,,United Kingdom,55.3781,-3.436,2/25/2020,13,0,8,5
9268,,Uruguay,-32.5228,-55.7658,2/25/2020,0,0,0,0
9269,,US,37.0902,-95.7129,2/25/2020,51,0,6,45
9270,,Uzbekistan,41.3775,64.5853,2/25/2020,0,0,0,0
9271,,Venezuela,6.4238,-66.5897,2/25/2020,0,0,0,0
9272,,Vietnam,16,108,2/25/2020,16,0,16,0
9273,,Zambia,-15.4167,28.2833,2/25/2020,0,0,0,0
9274,,Zimbabwe,-20,30,2/25/2020,0,0,0,0
9276,,Dominica,15.415,-61.371,2/25/2020,0,0,0,0
9277,,Grenada,12.1165,-61.679,2/25/2020,0,0,0,0
9278,,Mozambique,-18.665695,35.529562,2/25/2020,0,0,0,0
9279,,Syria,34.802075,38.996815,2/25/2020,0,0,0,0
9280,,Timor-Leste,-8.874217,125.727539,2/25/2020,0,0,0,0
9281,,Belize,13.1939,-59.5432,2/25/2020,0,0,0,0
9282,,Laos,19.85627,102.495496,2/25/2020,0,0,0,0
9283,,Libya,26.3351,17.228331,2/25/2020,0,0,0,0
9284,,West Bank and Gaza,31.9522,35.2332,2/25/2020,0,0,0,0
9285,,Guinea-Bissau,11.8037,-15.1804,2/25/2020,0,0,0,0
9286,,Mali,17.570692,-3.996166,2/25/2020,0,0,0,0
9287,,Saint Kitts and Nevis,17.357822,-62.782998,2/25/2020,0,0,0,0
9288,Northwest Territories,Canada,64.8255,-124.8457,2/25/2020,0,0,0,0
9289,Yukon,Canada,64.2823,-135,2/25/2020,0,0,0,0
9290,,Kosovo,42.602636,20.902977,2/25/2020,0,0,0,0
9291,,Burma,21.9162,95.956,2/25/2020,0,0,0,0
9292,Anguilla,United Kingdom,18.2206,-63.0686,2/25/2020,0,0,0,0
9293,British Virgin Islands,United Kingdom,18.4207,-64.64,2/25/2020,0,0,0,0
9294,Turks and Caicos Islands,United Kingdom,21.694,-71.7979,2/25/2020,0,0,0,0
9296,,Botswana,-22.3285,24.6849,2/25/2020,0,0,0,0
9297,,Burundi,-3.3731,29.9189,2/25/2020,0,0,0,0
9298,,Sierra Leone,8.460555,-11.779889,2/25/2020,0,0,0,0
9299,"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,2/25/2020,0,0,0,0
9300,,Malawi,-13.254308,34.301525,2/25/2020,0,0,0,0
9301,Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,2/25/2020,0,0,0,0
9302,Saint Pierre and Miquelon,France,46.8852,-56.3159,2/25/2020,0,0,0,0
9303,,South Sudan,6.877,31.307,2/25/2020,0,0,0,0
9304,,Western Sahara,24.2155,-12.8858,2/25/2020,0,0,0,0
9305,,Sao Tome and Principe,0.18636,6.613081,2/25/2020,0,0,0,0
9306,,Yemen,15.552727,48.516388,2/25/2020,0,0,0,0
9307,,Comoros,-11.6455,43.3333,2/25/2020,0,0,0,0
9308,,Tajikistan,38.861034,71.276093,2/25/2020,0,0,0,0
9309,,Lesotho,-29.609988,28.233608,2/25/2020,0,0,0,0
9310,,Afghanistan,33,65,2/26/2020,1,0,0,1
9311,,Albania,41.1533,20.1683,2/26/2020,0,0,0,0
9312,,Algeria,28.0339,1.6596,2/26/2020,1,0,0,1
9313,,Andorra,42.5063,1.5218,2/26/2020,0,0,0,0
9314,,Angola,-11.2027,17.8739,2/26/2020,0,0,0,0
9315,,Antigua and Barbuda,17.0608,-61.7964,2/26/2020,0,0,0,0
9316,,Argentina,-38.4161,-63.6167,2/26/2020,0,0,0,0
9317,,Armenia,40.0691,45.0382,2/26/2020,0,0,0,0
9318,Australian Capital Territory,Australia,-35.4735,149.0124,2/26/2020,0,0,0,0
9319,New South Wales,Australia,-33.8688,151.2093,2/26/2020,4,0,4,0
9320,Northern Territory,Australia,-12.4634,130.8456,2/26/2020,0,0,0,0
9321,Queensland,Australia,-28.0167,153.4,2/26/2020,5,0,1,4
9322,South Australia,Australia,-34.9285,138.6007,2/26/2020,2,0,2,0
9323,Tasmania,Australia,-41.4545,145.9707,2/26/2020,0,0,0,0
9324,Victoria,Australia,-37.8136,144.9631,2/26/2020,4,0,4,0
9325,Western Australia,Australia,-31.9505,115.8605,2/26/2020,0,0,0,0
9326,,Austria,47.5162,14.5501,2/26/2020,2,0,0,2
9327,,Azerbaijan,40.1431,47.5769,2/26/2020,0,0,0,0
9328,,Bahamas,25.0343,-77.3963,2/26/2020,0,0,0,0
9329,,Bahrain,26.0275,50.55,2/26/2020,33,0,0,33
9330,,Bangladesh,23.685,90.3563,2/26/2020,0,0,0,0
9331,,Barbados,13.1939,-59.5432,2/26/2020,0,0,0,0
9332,,Belarus,53.7098,27.9534,2/26/2020,0,0,0,0
9333,,Belgium,50.8333,4,2/26/2020,1,0,1,0
9334,,Benin,9.3077,2.3158,2/26/2020,0,0,0,0
9335,,Bhutan,27.5142,90.4336,2/26/2020,0,0,0,0
9336,,Bolivia,-16.2902,-63.5887,2/26/2020,0,0,0,0
9337,,Bosnia and Herzegovina,43.9159,17.6791,2/26/2020,0,0,0,0
9338,,Brazil,-14.235,-51.9253,2/26/2020,1,0,0,1
9339,,Brunei,4.5353,114.7277,2/26/2020,0,0,0,0
9340,,Bulgaria,42.7339,25.4858,2/26/2020,0,0,0,0
9341,,Burkina Faso,12.2383,-1.5616,2/26/2020,0,0,0,0
9342,,Cabo Verde,16.5388,-23.0418,2/26/2020,0,0,0,0
9343,,Cambodia,11.55,104.9167,2/26/2020,1,0,1,0
9344,,Cameroon,3.848,11.5021,2/26/2020,0,0,0,0
9345,Alberta,Canada,53.9333,-116.5765,2/26/2020,0,0,0,0
9346,British Columbia,Canada,49.2827,-123.1207,2/26/2020,7,0,0,7
9348,Manitoba,Canada,53.7609,-98.8139,2/26/2020,0,0,0,0
9349,New Brunswick,Canada,46.5653,-66.4619,2/26/2020,0,0,0,0
9350,Newfoundland and Labrador,Canada,53.1355,-57.6604,2/26/2020,0,0,0,0
9351,Nova Scotia,Canada,44.682,-63.7443,2/26/2020,0,0,0,0
9352,Ontario,Canada,51.2538,-85.3232,2/26/2020,4,0,0,4
9353,Prince Edward Island,Canada,46.5107,-63.4168,2/26/2020,0,0,0,0
9354,Quebec,Canada,52.9399,-73.5491,2/26/2020,0,0,0,0
9355,Saskatchewan,Canada,52.9399,-106.4509,2/26/2020,0,0,0,0
9356,,Central African Republic,6.6111,20.9394,2/26/2020,0,0,0,0
9357,,Chad,15.4542,18.7322,2/26/2020,0,0,0,0
9358,,Chile,-35.6751,-71.543,2/26/2020,0,0,0,0
9359,Anhui,China,31.8257,117.2264,2/26/2020,989,6,744,239
9360,Beijing,China,40.1824,116.4142,2/26/2020,400,4,235,161
9361,Chongqing,China,30.0572,107.874,2/26/2020,576,6,384,186
9362,Fujian,China,26.0789,117.9874,2/26/2020,294,1,218,75
9363,Gansu,China,37.8099,101.0583,2/26/2020,91,2,81,8
9364,Guangdong,China,23.3417,113.4244,2/26/2020,1347,7,851,489
9365,Guangxi,China,23.8298,108.7881,2/26/2020,252,2,147,103
9366,Guizhou,China,26.8154,106.8748,2/26/2020,146,2,104,40
9367,Hainan,China,19.1959,109.7453,2/26/2020,168,5,129,34
9368,Hebei,China,39.549,116.1306,2/26/2020,312,6,261,45
9369,Heilongjiang,China,47.862,127.7615,2/26/2020,480,12,0,468
9370,Henan,China,33.882,113.614,2/26/2020,1271,19,0,1252
9371,Hong Kong,China,22.3,114.2,2/26/2020,91,2,24,65
9372,Hubei,China,30.9756,112.2707,2/26/2020,65187,2615,20969,41603
9373,Hunan,China,27.6104,111.7088,2/26/2020,1016,4,783,229
9374,Inner Mongolia,China,44.0935,113.9448,2/26/2020,75,0,38,37
9375,Jiangsu,China,32.9711,119.455,2/26/2020,631,0,478,153
9376,Jiangxi,China,27.614,115.7221,2/26/2020,934,1,719,214
9377,Jilin,China,43.6661,126.1923,2/26/2020,93,1,65,27
9378,Liaoning,China,41.2956,122.6085,2/26/2020,121,1,88,32
9379,Macau,China,22.1667,113.55,2/26/2020,10,0,7,3
9380,Ningxia,China,37.2692,106.1655,2/26/2020,71,0,65,6
9381,Qinghai,China,35.7452,95.9956,2/26/2020,18,0,18,0
9382,Shaanxi,China,35.1917,108.8701,2/26/2020,245,1,192,52
9383,Shandong,China,36.3427,118.1498,2/26/2020,756,6,377,373
9384,Shanghai,China,31.202,121.4491,2/26/2020,337,3,0,334
9385,Shanxi,China,37.5777,112.2922,2/26/2020,133,0,104,29
9386,Sichuan,China,30.6171,102.7103,2/26/2020,531,3,307,221
9387,Tianjin,China,39.3054,117.323,2/26/2020,135,3,96,36
9388,Tibet,China,31.6927,88.0924,2/26/2020,1,0,1,0
9389,Xinjiang,China,41.1129,85.2401,2/26/2020,76,2,34,40
9390,Yunnan,China,24.974,101.487,2/26/2020,174,2,0,172
9391,Zhejiang,China,29.1832,120.0934,2/26/2020,1205,1,867,337
9392,,Colombia,4.5709,-74.2973,2/26/2020,0,0,0,0
9393,,Congo (Brazzaville),-4.0383,21.7587,2/26/2020,0,0,0,0
9394,,Congo (Kinshasa),-4.0383,21.7587,2/26/2020,0,0,0,0
9395,,Costa Rica,9.7489,-83.7534,2/26/2020,0,0,0,0
9396,,Cote d'Ivoire,7.54,-5.5471,2/26/2020,0,0,0,0
9397,,Croatia,45.1,15.2,2/26/2020,3,0,0,3
9399,,Cuba,22,-80,2/26/2020,0,0,0,0
9400,,Cyprus,35.1264,33.4299,2/26/2020,0,0,0,0
9401,,Czechia,49.8175,15.473,2/26/2020,0,0,0,0
9402,Faroe Islands,Denmark,61.8926,-6.9118,2/26/2020,0,0,0,0
9403,Greenland,Denmark,71.7069,-42.6043,2/26/2020,0,0,0,0
9404,,Denmark,56.2639,9.5018,2/26/2020,0,0,0,0
9405,,Djibouti,11.8251,42.5903,2/26/2020,0,0,0,0
9406,,Dominican Republic,18.7357,-70.1627,2/26/2020,0,0,0,0
9407,,Ecuador,-1.8312,-78.1834,2/26/2020,0,0,0,0
9408,,Egypt,26,30,2/26/2020,1,0,0,1
9409,,El Salvador,13.7942,-88.8965,2/26/2020,0,0,0,0
9410,,Equatorial Guinea,1.5,10,2/26/2020,0,0,0,0
9411,,Eritrea,15.1794,39.7823,2/26/2020,0,0,0,0
9412,,Estonia,58.5953,25.0136,2/26/2020,0,0,0,0
9413,,Eswatini,-26.5225,31.4659,2/26/2020,0,0,0,0
9414,,Ethiopia,9.145,40.4897,2/26/2020,0,0,0,0
9415,,Fiji,-17.7134,178.065,2/26/2020,0,0,0,0
9416,,Finland,64,26,2/26/2020,2,0,1,1
9417,French Guiana,France,3.9339,-53.1258,2/26/2020,0,0,0,0
9418,French Polynesia,France,-17.6797,149.4068,2/26/2020,0,0,0,0
9419,Guadeloupe,France,16.25,-61.5833,2/26/2020,0,0,0,0
9420,Mayotte,France,-12.8275,45.1662,2/26/2020,0,0,0,0
9421,New Caledonia,France,-20.9043,165.618,2/26/2020,0,0,0,0
9422,Reunion,France,-21.1351,55.2471,2/26/2020,0,0,0,0
9423,Saint Barthelemy,France,17.9,-62.8333,2/26/2020,0,0,0,0
9424,St Martin,France,18.0708,-63.0501,2/26/2020,0,0,0,0
9425,Martinique,France,14.6415,-61.0242,2/26/2020,0,0,0,0
9426,,France,46.2276,2.2137,2/26/2020,18,2,11,5
9427,,Gabon,-0.8037,11.6094,2/26/2020,0,0,0,0
9428,,Gambia,13.4432,-15.3101,2/26/2020,0,0,0,0
9429,,Georgia,42.3154,43.3569,2/26/2020,1,0,0,1
9430,,Germany,51,9,2/26/2020,27,0,15,12
9431,,Ghana,7.9465,-1.0232,2/26/2020,0,0,0,0
9432,,Greece,39.0742,21.8243,2/26/2020,1,0,0,1
9433,,Guatemala,15.7835,-90.2308,2/26/2020,0,0,0,0
9434,,Guinea,9.9456,-9.6966,2/26/2020,0,0,0,0
9435,,Guyana,5,-58.75,2/26/2020,0,0,0,0
9436,,Haiti,18.9712,-72.2852,2/26/2020,0,0,0,0
9437,,Holy See,41.9029,12.4534,2/26/2020,0,0,0,0
9438,,Honduras,15.2,-86.2419,2/26/2020,0,0,0,0
9439,,Hungary,47.1625,19.5033,2/26/2020,0,0,0,0
9440,,Iceland,64.9631,-19.0208,2/26/2020,0,0,0,0
9441,,India,21,78,2/26/2020,3,0,3,0
9442,,Indonesia,-0.7893,113.9213,2/26/2020,0,0,0,0
9443,,Iran,32,53,2/26/2020,139,19,49,71
9444,,Iraq,33,44,2/26/2020,5,0,0,5
9445,,Ireland,53.1424,-7.6921,2/26/2020,0,0,0,0
9446,,Israel,31,35,2/26/2020,2,0,0,2
9447,,Italy,43,12,2/26/2020,453,12,3,438
9448,,Jamaica,18.1096,-77.2975,2/26/2020,0,0,0,0
9449,,Japan,36,138,2/26/2020,189,2,22,165
9450,,Jordan,31.24,36.51,2/26/2020,0,0,0,0
9451,,Kazakhstan,48.0196,66.9237,2/26/2020,0,0,0,0
9452,,Kenya,-0.0236,37.9062,2/26/2020,0,0,0,0
9453,,"Korea, South",36,128,2/26/2020,1261,12,22,1227
9454,,Kuwait,29.5,47.75,2/26/2020,26,0,0,26
9455,,Kyrgyzstan,41.2044,74.7661,2/26/2020,0,0,0,0
9456,,Latvia,56.8796,24.6032,2/26/2020,0,0,0,0
9457,,Lebanon,33.8547,35.8623,2/26/2020,2,0,0,2
9458,,Liberia,6.4281,-9.4295,2/26/2020,0,0,0,0
9459,,Liechtenstein,47.14,9.55,2/26/2020,0,0,0,0
9460,,Lithuania,55.1694,23.8813,2/26/2020,0,0,0,0
9461,,Luxembourg,49.8153,6.1296,2/26/2020,0,0,0,0
9462,,Madagascar,-18.7669,46.8691,2/26/2020,0,0,0,0
9463,,Malaysia,2.5,112.5,2/26/2020,22,0,18,4
9464,,Maldives,3.2028,73.2207,2/26/2020,0,0,0,0
9465,,Malta,35.9375,14.3754,2/26/2020,0,0,0,0
9466,,Mauritania,21.0079,10.9408,2/26/2020,0,0,0,0
9467,,Mauritius,-20.2,57.5,2/26/2020,0,0,0,0
9468,,Mexico,23.6345,-102.5528,2/26/2020,0,0,0,0
9469,,Moldova,47.4116,28.3699,2/26/2020,0,0,0,0
9470,,Monaco,43.7333,7.4167,2/26/2020,0,0,0,0
9471,,Mongolia,46.8625,103.8467,2/26/2020,0,0,0,0
9472,,Montenegro,42.5,19.3,2/26/2020,0,0,0,0
9473,,Morocco,31.7917,-7.0926,2/26/2020,0,0,0,0
9474,,Namibia,-22.9576,18.4904,2/26/2020,0,0,0,0
9475,,Nepal,28.1667,84.25,2/26/2020,1,0,1,0
9476,Aruba,Netherlands,12.5186,-70.0358,2/26/2020,0,0,0,0
9477,Curacao,Netherlands,12.1696,-68.99,2/26/2020,0,0,0,0
9478,Sint Maarten,Netherlands,18.0425,-63.0548,2/26/2020,0,0,0,0
9479,,Netherlands,52.1326,5.2913,2/26/2020,0,0,0,0
9480,,New Zealand,-40.9006,174.886,2/26/2020,0,0,0,0
9481,,Nicaragua,12.8654,-85.2072,2/26/2020,0,0,0,0
9482,,Niger,17.6078,8.0817,2/26/2020,0,0,0,0
9483,,Nigeria,9.082,8.6753,2/26/2020,0,0,0,0
9484,,North Macedonia,41.6086,21.7453,2/26/2020,1,0,0,1
9485,,Norway,60.472,8.4689,2/26/2020,1,0,0,1
9486,,Oman,21,57,2/26/2020,4,0,0,4
9487,,Pakistan,30.3753,69.3451,2/26/2020,2,0,0,2
9488,,Panama,8.538,-80.7821,2/26/2020,0,0,0,0
9489,,Papua New Guinea,-6.315,143.9555,2/26/2020,0,0,0,0
9490,,Paraguay,-23.4425,-58.4438,2/26/2020,0,0,0,0
9491,,Peru,-9.19,-75.0152,2/26/2020,0,0,0,0
9492,,Philippines,13,122,2/26/2020,3,1,1,1
9493,,Poland,51.9194,19.1451,2/26/2020,0,0,0,0
9494,,Portugal,39.3999,-8.2245,2/26/2020,0,0,0,0
9495,,Qatar,25.3548,51.1839,2/26/2020,0,0,0,0
9496,,Romania,45.9432,24.9668,2/26/2020,1,0,0,1
9497,,Russia,60,90,2/26/2020,2,0,2,0
9498,,Rwanda,-1.9403,29.8739,2/26/2020,0,0,0,0
9499,,Saint Lucia,13.9094,-60.9789,2/26/2020,0,0,0,0
9500,,Saint Vincent and the Grenadines,12.9843,-61.2872,2/26/2020,0,0,0,0
9501,,San Marino,43.9424,12.4578,2/26/2020,0,0,0,0
9502,,Saudi Arabia,24,45,2/26/2020,0,0,0,0
9503,,Senegal,14.4974,-14.4524,2/26/2020,0,0,0,0
9504,,Serbia,44.0165,21.0059,2/26/2020,0,0,0,0
9505,,Seychelles,-4.6796,55.492,2/26/2020,0,0,0,0
9506,,Singapore,1.2833,103.8333,2/26/2020,93,0,62,31
9507,,Slovakia,48.669,19.699,2/26/2020,0,0,0,0
9508,,Slovenia,46.1512,14.9955,2/26/2020,0,0,0,0
9509,,Somalia,5.1521,46.1996,2/26/2020,0,0,0,0
9510,,South Africa,-30.5595,22.9375,2/26/2020,0,0,0,0
9511,,Spain,40,-4,2/26/2020,13,0,2,11
9512,,Sri Lanka,7,81,2/26/2020,1,0,1,0
9513,,Sudan,12.8628,30.2176,2/26/2020,0,0,0,0
9514,,Suriname,3.9193,-56.0278,2/26/2020,0,0,0,0
9515,,Sweden,63,16,2/26/2020,2,0,0,2
9516,,Switzerland,46.8182,8.2275,2/26/2020,1,0,0,1
9517,,Taiwan*,23.7,121,2/26/2020,32,1,5,26
9518,,Tanzania,-6.369,34.8888,2/26/2020,0,0,0,0
9519,,Thailand,15,101,2/26/2020,40,0,22,18
9520,,Togo,8.6195,0.8248,2/26/2020,0,0,0,0
9521,,Trinidad and Tobago,10.6918,-61.2225,2/26/2020,0,0,0,0
9522,,Tunisia,34,9,2/26/2020,0,0,0,0
9523,,Turkey,38.9637,35.2433,2/26/2020,0,0,0,0
9524,,Uganda,1,32,2/26/2020,0,0,0,0
9525,,Ukraine,48.3794,31.1656,2/26/2020,0,0,0,0
9526,,United Arab Emirates,24,54,2/26/2020,13,0,4,9
9527,Bermuda,United Kingdom,32.3078,-64.7505,2/26/2020,0,0,0,0
9528,Cayman Islands,United Kingdom,19.3133,-81.2546,2/26/2020,0,0,0,0
9529,Channel Islands,United Kingdom,49.3723,-2.3644,2/26/2020,0,0,0,0
9530,Gibraltar,United Kingdom,36.1408,-5.3536,2/26/2020,0,0,0,0
9531,Isle of Man,United Kingdom,54.2361,-4.5481,2/26/2020,0,0,0,0
9532,Montserrat,United Kingdom,16.7425,-62.1874,2/26/2020,0,0,0,0
9533,,United Kingdom,55.3781,-3.436,2/26/2020,13,0,8,5
9534,,Uruguay,-32.5228,-55.7658,2/26/2020,0,0,0,0
9535,,US,37.0902,-95.7129,2/26/2020,57,0,6,51
9536,,Uzbekistan,41.3775,64.5853,2/26/2020,0,0,0,0
9537,,Venezuela,6.4238,-66.5897,2/26/2020,0,0,0,0
9538,,Vietnam,16,108,2/26/2020,16,0,16,0
9539,,Zambia,-15.4167,28.2833,2/26/2020,0,0,0,0
9540,,Zimbabwe,-20,30,2/26/2020,0,0,0,0
9542,,Dominica,15.415,-61.371,2/26/2020,0,0,0,0
9543,,Grenada,12.1165,-61.679,2/26/2020,0,0,0,0
9544,,Mozambique,-18.665695,35.529562,2/26/2020,0,0,0,0
9545,,Syria,34.802075,38.996815,2/26/2020,0,0,0,0
9546,,Timor-Leste,-8.874217,125.727539,2/26/2020,0,0,0,0
9547,,Belize,13.1939,-59.5432,2/26/2020,0,0,0,0
9548,,Laos,19.85627,102.495496,2/26/2020,0,0,0,0
9549,,Libya,26.3351,17.228331,2/26/2020,0,0,0,0
9550,,West Bank and Gaza,31.9522,35.2332,2/26/2020,0,0,0,0
9551,,Guinea-Bissau,11.8037,-15.1804,2/26/2020,0,0,0,0
9552,,Mali,17.570692,-3.996166,2/26/2020,0,0,0,0
9553,,Saint Kitts and Nevis,17.357822,-62.782998,2/26/2020,0,0,0,0
9554,Northwest Territories,Canada,64.8255,-124.8457,2/26/2020,0,0,0,0
9555,Yukon,Canada,64.2823,-135,2/26/2020,0,0,0,0
9556,,Kosovo,42.602636,20.902977,2/26/2020,0,0,0,0
9557,,Burma,21.9162,95.956,2/26/2020,0,0,0,0
9558,Anguilla,United Kingdom,18.2206,-63.0686,2/26/2020,0,0,0,0
9559,British Virgin Islands,United Kingdom,18.4207,-64.64,2/26/2020,0,0,0,0
9560,Turks and Caicos Islands,United Kingdom,21.694,-71.7979,2/26/2020,0,0,0,0
9562,,Botswana,-22.3285,24.6849,2/26/2020,0,0,0,0
9563,,Burundi,-3.3731,29.9189,2/26/2020,0,0,0,0
9564,,Sierra Leone,8.460555,-11.779889,2/26/2020,0,0,0,0
9565,"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,2/26/2020,0,0,0,0
9566,,Malawi,-13.254308,34.301525,2/26/2020,0,0,0,0
9567,Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,2/26/2020,0,0,0,0
9568,Saint Pierre and Miquelon,France,46.8852,-56.3159,2/26/2020,0,0,0,0
9569,,South Sudan,6.877,31.307,2/26/2020,0,0,0,0
9570,,Western Sahara,24.2155,-12.8858,2/26/2020,0,0,0,0
9571,,Sao Tome and Principe,0.18636,6.613081,2/26/2020,0,0,0,0
9572,,Yemen,15.552727,48.516388,2/26/2020,0,0,0,0
9573,,Comoros,-11.6455,43.3333,2/26/2020,0,0,0,0
9574,,Tajikistan,38.861034,71.276093,2/26/2020,0,0,0,0
9575,,Lesotho,-29.609988,28.233608,2/26/2020,0,0,0,0
9576,,Afghanistan,33,65,2/27/2020,1,0,0,1
9577,,Albania,41.1533,20.1683,2/27/2020,0,0,0,0
9578,,Algeria,28.0339,1.6596,2/27/2020,1,0,0,1
9579,,Andorra,42.5063,1.5218,2/27/2020,0,0,0,0
9580,,Angola,-11.2027,17.8739,2/27/2020,0,0,0,0
9581,,Antigua and Barbuda,17.0608,-61.7964,2/27/2020,0,0,0,0
9582,,Argentina,-38.4161,-63.6167,2/27/2020,0,0,0,0
9583,,Armenia,40.0691,45.0382,2/27/2020,0,0,0,0
9584,Australian Capital Territory,Australia,-35.4735,149.0124,2/27/2020,0,0,0,0
9585,New South Wales,Australia,-33.8688,151.2093,2/27/2020,4,0,4,0
9586,Northern Territory,Australia,-12.4634,130.8456,2/27/2020,0,0,0,0
9587,Queensland,Australia,-28.0167,153.4,2/27/2020,5,0,1,4
9588,South Australia,Australia,-34.9285,138.6007,2/27/2020,2,0,2,0
9589,Tasmania,Australia,-41.4545,145.9707,2/27/2020,0,0,0,0
9590,Victoria,Australia,-37.8136,144.9631,2/27/2020,4,0,4,0
9591,Western Australia,Australia,-31.9505,115.8605,2/27/2020,0,0,0,0
9592,,Austria,47.5162,14.5501,2/27/2020,3,0,0,3
9593,,Azerbaijan,40.1431,47.5769,2/27/2020,0,0,0,0
9594,,Bahamas,25.0343,-77.3963,2/27/2020,0,0,0,0
9595,,Bahrain,26.0275,50.55,2/27/2020,33,0,0,33
9596,,Bangladesh,23.685,90.3563,2/27/2020,0,0,0,0
9597,,Barbados,13.1939,-59.5432,2/27/2020,0,0,0,0
9598,,Belarus,53.7098,27.9534,2/27/2020,0,0,0,0
9599,,Belgium,50.8333,4,2/27/2020,1,0,1,0
9600,,Benin,9.3077,2.3158,2/27/2020,0,0,0,0
9601,,Bhutan,27.5142,90.4336,2/27/2020,0,0,0,0
9602,,Bolivia,-16.2902,-63.5887,2/27/2020,0,0,0,0
9603,,Bosnia and Herzegovina,43.9159,17.6791,2/27/2020,0,0,0,0
9604,,Brazil,-14.235,-51.9253,2/27/2020,1,0,0,1
9605,,Brunei,4.5353,114.7277,2/27/2020,0,0,0,0
9606,,Bulgaria,42.7339,25.4858,2/27/2020,0,0,0,0
9607,,Burkina Faso,12.2383,-1.5616,2/27/2020,0,0,0,0
9608,,Cabo Verde,16.5388,-23.0418,2/27/2020,0,0,0,0
9609,,Cambodia,11.55,104.9167,2/27/2020,1,0,1,0
9610,,Cameroon,3.848,11.5021,2/27/2020,0,0,0,0
9611,Alberta,Canada,53.9333,-116.5765,2/27/2020,0,0,0,0
9612,British Columbia,Canada,49.2827,-123.1207,2/27/2020,7,0,0,7
9614,Manitoba,Canada,53.7609,-98.8139,2/27/2020,0,0,0,0
9615,New Brunswick,Canada,46.5653,-66.4619,2/27/2020,0,0,0,0
9616,Newfoundland and Labrador,Canada,53.1355,-57.6604,2/27/2020,0,0,0,0
9617,Nova Scotia,Canada,44.682,-63.7443,2/27/2020,0,0,0,0
9618,Ontario,Canada,51.2538,-85.3232,2/27/2020,6,0,0,6
9619,Prince Edward Island,Canada,46.5107,-63.4168,2/27/2020,0,0,0,0
9620,Quebec,Canada,52.9399,-73.5491,2/27/2020,0,0,0,0
9621,Saskatchewan,Canada,52.9399,-106.4509,2/27/2020,0,0,0,0
9622,,Central African Republic,6.6111,20.9394,2/27/2020,0,0,0,0
9623,,Chad,15.4542,18.7322,2/27/2020,0,0,0,0
9624,,Chile,-35.6751,-71.543,2/27/2020,0,0,0,0
9625,Anhui,China,31.8257,117.2264,2/27/2020,989,6,792,191
9626,Beijing,China,40.1824,116.4142,2/27/2020,410,5,248,157
9627,Chongqing,China,30.0572,107.874,2/27/2020,576,6,401,169
9628,Fujian,China,26.0789,117.9874,2/27/2020,296,1,228,67
9629,Gansu,China,37.8099,101.0583,2/27/2020,91,2,81,8
9630,Guangdong,China,23.3417,113.4244,2/27/2020,1347,7,890,450
9631,Guangxi,China,23.8298,108.7881,2/27/2020,252,2,161,89
9632,Guizhou,China,26.8154,106.8748,2/27/2020,146,2,112,32
9633,Hainan,China,19.1959,109.7453,2/27/2020,168,5,131,32
9634,Hebei,China,39.549,116.1306,2/27/2020,317,6,274,37
9635,Heilongjiang,China,47.862,127.7615,2/27/2020,480,13,0,467
9636,Henan,China,33.882,113.614,2/27/2020,1272,20,0,1252
9637,Hong Kong,China,22.3,114.2,2/27/2020,92,2,24,66
9638,Hubei,China,30.9756,112.2707,2/27/2020,65596,2641,23383,39572
9639,Hunan,China,27.6104,111.7088,2/27/2020,1017,4,804,209
9640,Inner Mongolia,China,44.0935,113.9448,2/27/2020,75,0,43,32
9641,Jiangsu,China,32.9711,119.455,2/27/2020,631,0,498,133
9642,Jiangxi,China,27.614,115.7221,2/27/2020,934,1,754,179
9643,Jilin,China,43.6661,126.1923,2/27/2020,93,1,67,25
9644,Liaoning,China,41.2956,122.6085,2/27/2020,121,1,93,27
9645,Macau,China,22.1667,113.55,2/27/2020,10,0,8,2
9646,Ningxia,China,37.2692,106.1655,2/27/2020,72,0,68,4
9647,Qinghai,China,35.7452,95.9956,2/27/2020,18,0,18,0
9648,Shaanxi,China,35.1917,108.8701,2/27/2020,245,1,195,49
9649,Shandong,China,36.3427,118.1498,2/27/2020,756,6,387,363
9650,Shanghai,China,31.202,121.4491,2/27/2020,337,3,0,334
9651,Shanxi,China,37.5777,112.2922,2/27/2020,133,0,107,26
9652,Sichuan,China,30.6171,102.7103,2/27/2020,534,3,321,210
