0,zip_70704,4.988547097,341038.7272,352406.3907,13.26888302,365830.107,383856.177
0,zip_65287,-1.834532839,63973.5713,74558.28609,-4.421280796,58950.12886,75832.66479
0,zip_86574,8.020845671,123026.1289,137618.4993,21.43713606,135372.1934,158614.1106
0,zip_93018,9.53379212,158132.0017,180104.3476,25.38802679,176836.7731,211850.2043
0,zip_62769,8.010217246,1155604.692,1252426.027,20.637526,1272507.952,1425642.974
0,zip_100217,10.07264979,226035.1476,245086.7892,27.35079047,258261.5536,289061.9392
0,zip_85451,11.78996591,51371.66504,56649.2289,27.33697267,57300.1137,66196.43389
0,zip_75852,11.06327879,22528.06319,28102.82864,28.05043524,24643.99605,33967.25974
0,zip_87519,8.203171544,336864.505,361200.9043,21.22871242,373059.7616,411601.0317
0,zip_76097,0.890457862,56292.35579,65702.6495,2.467835778,54433.31474,69514.1116
0,zip_97165,13.56802144,210668.3805,225596.1917,35.41621538,249305.9236,273534.0706
0,zip_60065,5.263946758,147101.6837,169168.7012,13.51408738,153109.7846,188677.3499
0,zip_68793,2.43575184,67303.80359,73189.30292,7.107668229,68767.26009,78308.52032
0,zip_73103,11.84647224,103536.5518,124534.5569,30.11304466,115859.0551,150611.5208
0,zip_76747,4.617351603,108823.7917,118040.4898,13.62774739,115824.6402,131151.7906
0,zip_80036,7.967219195,84062.53318,90573.04579,21.35189165,93207.52266,103724.3953
0,zip_77299,2.407184656,207493.9248,221930.5375,10.03808006,218720.6285,243474.4249
0,zip_77104,4.315569578,204459.1627,222895.2031,10.96682737,213091.9528,242313.0559
0,zip_67110,-0.735740813,131028.2649,157234.833,-1.603836101,121242.5933,164446.6241
0,zip_83695,5.259505675,36419.61797,44170.24815,16.37649814,38242.63883,51104.49413
0,zip_67378,3.811480293,209839.5581,221394.7034,9.867777122,218795.2368,238290.3528
0,zip_79933,-9.382063856,116673.162,134068.2273,-24.7538858,89829.29201,117445.5418
0,zip_82910,8.81043886,161729.4486,171058.5613,23.78192127,182468.8965,197487.4099
0,zip_87641,0.742806948,46611.99555,50211.76954,0.400966193,45288.28434,51196.82219
0,zip_77328,5.275072578,106720.4669,117202.1137,13.73858375,112214.4383,130236.1709
0,zip_85748,13.5404496,73701.77951,81936.99918,29.12774417,81901.47471,95736.87509
0,zip_90884,7.043981124,78220.24509,84069.53062,19.06466694,85809.32919,95241.96524
0,zip_65626,1.809486909,366067.0067,400721.71,3.746607047,363449.7289,418444.3382
0,zip_59093,13.77458788,359263.6766,384574.3516,36.00056774,426701.2685,467084.9364
0,zip_77347,6.451591241,105812.6403,112522.659,17.76564821,115651.5145,126562.9816
0,zip_93419,12.69078697,419861.2173,444034.5626,35.09503515,499514.6153,541555.5261
0,zip_65642,0.294108209,769188.7256,853385.4381,-0.310986358,739604.2918,873191.3283
0,zip_77477,5.217124242,131073.9485,146779.5819,13.4152115,137559.6328,162583.5748
0,zip_99320,8.576720227,223209.5926,255080.8036,22.33515745,245119.5839,295626.5218
0,zip_91394,6.95560132,130096.7033,137467.199,18.68647362,142969.3406,154799.9143
0,zip_62564,5.136312729,211269.38,229391.6759,12.90140076,222625.872,251577.4524
0,zip_74787,7.885265002,85085.7709,94527.29425,20.61778584,93085.11105,108366.788
0,zip_85165,4.529289626,83832.80107,97602.31794,12.00346077,86306.17309,108491.6398
0,zip_76892,-1.654921556,21537.09307,31712.44117,1.690094222,19007.3121,36096.41092
0,zip_93979,2.745499506,143804.1652,155884.0818,7.409097945,147241.9774,166428.7759
0,zip_59913,-3.846438951,154211.753,171335.2958,-10.16881663,138171.4902,165427.3498
0,zip_80689,5.146725309,84723.9258,95646.67276,15.03908971,90024.17335,107781.8807
0,zip_64409,-7.38191304,63378.55738,78228.41523,-18.68142094,50101.91719,73821.02417
0,zip_99207,8.094192522,280564.4061,296344.4268,21.50218485,312774.4655,337823.9382
0,zip_66967,-5.779577243,234208.0373,257663.0305,-14.80641273,203220.0275,240360.7808
0,zip_65275,7.580318521,81358.5436,90055.49203,19.99146453,88934.36196,102835.639
0,zip_85834,8.422297775,107201.5324,120860.1195,22.1685349,117947.4064,139884.6689
0,zip_71946,13.39935605,283519.0914,305469.9636,35.97828745,337164.3948,372785.1387
0,zip_93260,9.708025701,433064.6789,454532.8051,25.02529865,490342.6291,525046.5209
0,zip_88616,-9.595198338,75933.89819,81304.00897,-15.25572002,68515.63878,78579.7284
0,zip_80125,8.707806312,108077.2267,117139.5529,23.75014147,121278.2119,136035.0713
