State_abb,State,Date,Lat,Lon,Confirmed,Deaths,Recovered,Active,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,Testing_Rate,Hospitalization_Rate
KS,Kansas,3/23/2020,38.4593703,-97.57663526,84,2,0,0,0,0,0,0,0,0
KY,Kentucky,3/23/2020,37.46646798,-84.8027482,123,4,0,0,0,0,0,0,0,0
LA,Louisiana,3/23/2020,30.839563,-91.09947663,1172,35,0,0,0,0,0,0,0,0
MA,Massachusetts,3/23/2020,40.98575192,-69.50445945,777,9,0,0,0,0,0,0,0,0
MD,Maryland,3/23/2020,38.68546923,-76.02496138,290,3,0,0,0,0,0,0,0,0
ME,Maine,3/23/2020,43.49941891,-67.76512376,107,0,0,0,0,0,0,0,0,0
MI,Michigan,3/23/2020,43.50200821,-84.31642408,1329,15,0,0,0,0,0,0,0,0
MN,Minnesota,3/23/2020,45.20101058,-93.95300562,234,1,0,0,0,0,0,0,0,0
MO,Missouri,3/23/2020,38.31751803,-92.23272099,187,4,0,0,0,0,0,0,0,0
MS,Mississippi,3/23/2020,32.7916758,-89.59222971,249,1,0,0,0,0,0,0,0,0
MT,Montana,3/23/2020,46.72012955,-109.8300491,34,0,0,0,0,0,0,0,0,0
NC,North Carolina,3/23/2020,35.58550831,-79.41116704,353,0,0,0,0,0,0,0,0,0
ND,North Dakota,3/23/2020,47.37902286,-100.2796649,30,0,0,0,0,0,0,0,0,0
NE,Nebraska,3/23/2020,41.11807146,-98.34769384,51,0,0,0,0,0,0,0,0,0
NH,New Hampshire,3/23/2020,42.70899125,-70.33397717,101,1,0,0,0,0,0,0,0,0
NJ,New Jersey,3/23/2020,39.45336282,-73.04163372,2844,27,0,0,0,0,0,0,0,0
NM,New Mexico,3/23/2020,34.54019139,-106.0212616,83,0,0,0,0,0,0,0,0,0
NV,Nevada,3/23/2020,37.86296131,-113.7655968,245,4,0,0,0,0,0,0,0,0
NY,New York,3/23/2020,42.21578381,-74.85121939,20884,158,0,0,0,0,0,0,0,0
OH,Ohio,3/23/2020,40.33910287,-82.8481382,443,6,0,0,0,0,0,0,0,0
OK,Oklahoma,3/23/2020,35.43674413,-96.89775959,81,2,0,0,0,0,0,0,0,0
OR,Oregon,3/23/2020,44.56902041,-121.6431079,191,5,0,0,0,0,0,0,0,0
PA,Pennsylvania,3/23/2020,40.80076573,-77.5705728,698,6,0,0,0,0,0,0,0,0
RI,Rhode Island,3/23/2020,39.28655632,-67.38505529,106,0,0,0,0,0,0,0,0,0
SC,South Carolina,3/23/2020,33.95085889,-80.97276798,298,5,0,0,0,0,0,0,0,0
SD,South Dakota,3/23/2020,44.21049984,-99.08885116,28,1,0,0,0,0,0,0,0,0
TN,Tennessee,3/23/2020,35.52194555,-85.27287797,614,2,0,0,0,0,0,0,0,0
TX,Texas,3/23/2020,31.51025632,-98.252124,758,9,0,0,0,0,0,0,0,0
UT,Utah,3/23/2020,39.01014766,-109.6341111,257,1,0,0,0,0,0,0,0,0
VA,Virginia,3/23/2020,37.53729317,-78.35924335,254,6,0,0,0,0,0,0,0,0
VT,Vermont,3/23/2020,42.87171817,-70.66671244,75,5,0,0,0,0,0,0,0,0
WA,Washington,3/23/2020,46.70352869,-119.3591342,2221,109,0,0,0,0,0,0,0,0
WI,Wisconsin,3/23/2020,44.11921289,-89.35496561,425,5,0,0,0,0,0,0,0,0
WV,West Virginia,3/23/2020,38.85597718,-80.58995508,16,0,0,0,0,0,0,0,0,0
WY,Wyoming,3/23/2020,42.98141971,-107.2703275,26,0,0,0,0,0,0,0,0,0
AK,Alaska,3/24/2020,59.47316558,-143.7430164,34,0,0,0,0,0,0,0,0,0
AL,Alabama,3/24/2020,32.83959645,-86.60893133,242,0,0,0,0,0,0,0,0,0
AR,Arkansas,3/24/2020,34.63985958,-91.74094536,219,2,0,0,0,0,0,0,0,0
AZ,Arizona,3/24/2020,32.92311986,-109.0097148,326,5,0,0,0,0,0,0,0,0
CA,California,3/24/2020,37.42948681,-120.2166639,2538,50,0,0,0,0,0,0,0,0
CO,Colorado,3/24/2020,38.64423049,-104.6355054,723,8,0,0,0,0,0,0,0,0
CT,Connecticut,3/24/2020,41.08680019,-71.7886799,618,12,0,0,0,0,0,0,0,0
DC,District of Columbia,3/24/2020,38.89907582,-77.02426894,180,2,0,0,0,0,0,0,0,0
DE,Delaware,3/24/2020,38.62290881,-74.37552804,104,0,0,0,0,0,0,0,0,0
FL,Florida,3/24/2020,28.67133583,-82.17483308,1412,18,0,0,0,0,0,0,0,0
GA,Georgia,3/24/2020,32.72528337,-83.33925179,1026,32,0,0,0,0,0,0,0,0
HI,Hawaii,3/24/2020,19.9480403,-149.194191,90,1,0,0,0,0,0,0,0,0
IA,Iowa,3/24/2020,41.96197926,-93.1826175,124,0,0,0,0,0,0,0,0,0
ID,Idaho,3/24/2020,44.17976114,-114.5212755,81,0,0,0,0,0,0,0,0,0
IL,Illinois,3/24/2020,39.79487369,-88.65905633,1537,16,0,0,0,0,0,0,0,0
IN,Indiana,3/24/2020,39.83630193,-86.16071339,368,12,0,0,0,0,0,0,0,0
KS,Kansas,3/24/2020,38.4593703,-97.57663526,100,2,0,0,0,0,0,0,0,0
KY,Kentucky,3/24/2020,37.46646798,-84.8027482,162,4,0,0,0,0,0,0,0,0
LA,Louisiana,3/24/2020,30.839563,-91.09947663,1388,46,0,0,0,0,0,0,0,0
MA,Massachusetts,3/24/2020,40.98575192,-69.50445945,1159,11,0,0,0,0,0,0,0,0
MD,Maryland,3/24/2020,38.68546923,-76.02496138,349,4,0,0,0,0,0,0,0,0
ME,Maine,3/24/2020,43.49941891,-67.76512376,118,0,0,0,0,0,0,0,0,0
MI,Michigan,3/24/2020,43.50200821,-84.31642408,1793,24,0,0,0,0,0,0,0,0
MN,Minnesota,3/24/2020,45.20101058,-93.95300562,261,1,0,0,0,0,0,0,0,0
MO,Missouri,3/24/2020,38.31751803,-92.23272099,257,7,0,0,0,0,0,0,0,0
MS,Mississippi,3/24/2020,32.7916758,-89.59222971,320,1,0,0,0,0,0,0,0,0
MT,Montana,3/24/2020,46.72012955,-109.8300491,51,0,0,0,0,0,0,0,0,0
NC,North Carolina,3/24/2020,35.58550831,-79.41116704,495,0,0,0,0,0,0,0,0,0
ND,North Dakota,3/24/2020,47.37902286,-100.2796649,36,0,0,0,0,0,0,0,0,0
NE,Nebraska,3/24/2020,41.11807146,-98.34769384,66,0,0,0,0,0,0,0,0,0
NH,New Hampshire,3/24/2020,42.70899125,-70.33397717,101,1,0,0,0,0,0,0,0,0
NJ,New Jersey,3/24/2020,39.45336282,-73.04163372,3675,44,0,0,0,0,0,0,0,0
NM,New Mexico,3/24/2020,34.54019139,-106.0212616,100,0,0,0,0,0,0,0,0,0
NV,Nevada,3/24/2020,37.86296131,-113.7655968,278,4,0,0,0,0,0,0,0,0
NY,New York,3/24/2020,42.21578381,-74.85121939,25681,210,0,0,0,0,0,0,0,0
OH,Ohio,3/24/2020,40.33910287,-82.8481382,567,8,0,0,0,0,0,0,0,0
OK,Oklahoma,3/24/2020,35.43674413,-96.89775959,106,3,0,0,0,0,0,0,0,0
OR,Oregon,3/24/2020,44.56902041,-121.6431079,210,8,0,0,0,0,0,0,0,0
PA,Pennsylvania,3/24/2020,40.80076573,-77.5705728,946,8,0,0,0,0,0,0,0,0
RI,Rhode Island,3/24/2020,39.28655632,-67.38505529,124,0,0,0,0,0,0,0,0,0
SC,South Carolina,3/24/2020,33.95085889,-80.97276798,342,5,0,0,0,0,0,0,0,0
SD,South Dakota,3/24/2020,44.21049984,-99.08885116,30,1,0,0,0,0,0,0,0,0
TN,Tennessee,3/24/2020,35.52194555,-85.27287797,772,2,0,0,0,0,0,0,0,0
TX,Texas,3/24/2020,31.51025632,-98.252124,955,12,0,0,0,0,0,0,0,0
UT,Utah,3/24/2020,39.01014766,-109.6341111,298,1,0,0,0,0,0,0,0,0
VA,Virginia,3/24/2020,37.53729317,-78.35924335,293,9,0,0,0,0,0,0,0,0
VT,Vermont,3/24/2020,42.87171817,-70.66671244,95,7,0,0,0,0,0,0,0,0
WA,Washington,3/24/2020,46.70352869,-119.3591342,2328,116,0,0,0,0,0,0,0,0
WI,Wisconsin,3/24/2020,44.11921289,-89.35496561,481,5,0,0,0,0,0,0,0,0
WV,West Virginia,3/24/2020,38.85597718,-80.58995508,22,0,0,0,0,0,0,0,0,0
WY,Wyoming,3/24/2020,42.98141971,-107.2703275,29,0,0,0,0,0,0,0,0,0
AK,Alaska,3/25/2020,59.47316558,-143.7430164,41,1,0,0,0,0,0,0,0,0
AL,Alabama,3/25/2020,32.83959645,-86.60893133,381,1,0,0,0,0,0,0,0,0
AR,Arkansas,3/25/2020,34.63985958,-91.74094536,280,2,0,0,0,0,0,0,0,0
AZ,Arizona,3/25/2020,32.92311986,-109.0097148,401,6,0,0,0,0,0,0,0,0
CA,California,3/25/2020,37.42948681,-120.2166639,2998,65,0,0,0,0,0,0,0,0
CO,Colorado,3/25/2020,38.64423049,-104.6355054,1021,16,0,0,0,0,0,0,0,0
CT,Connecticut,3/25/2020,41.08680019,-71.7886799,875,19,0,0,0,0,0,0,0,0
DC,District of Columbia,3/25/2020,38.89907582,-77.02426894,187,2,0,0,0,0,0,0,0,0
DE,Delaware,3/25/2020,38.62290881,-74.37552804,119,0,0,0,0,0,0,0,0,0
FL,Florida,3/25/2020,28.67133583,-82.17483308,1682,23,0,0,0,0,0,0,0,0
GA,Georgia,3/25/2020,32.72528337,-83.33925179,1247,40,0,0,0,0,0,0,0,0
HI,Hawaii,3/25/2020,19.9480403,-149.194191,91,0,0,0,0,0,0,0,0,0
IA,Iowa,3/25/2020,41.96197926,-93.1826175,146,1,0,0,0,0,0,0,0,0
ID,Idaho,3/25/2020,44.17976114,-114.5212755,91,0,0,0,0,0,0,0,0,0
IL,Illinois,3/25/2020,39.79487369,-88.65905633,1865,19,0,0,0,0,0,0,0,0
IN,Indiana,3/25/2020,39.83630193,-86.16071339,477,14,0,0,0,0,0,0,0,0
KS,Kansas,3/25/2020,38.4593703,-97.57663526,134,3,0,0,0,0,0,0,0,0
KY,Kentucky,3/25/2020,37.46646798,-84.8027482,197,5,0,0,0,0,0,0,0,0
LA,Louisiana,3/25/2020,30.839563,-91.09947663,1795,65,0,0,0,0,0,0,0,0
MA,Massachusetts,3/25/2020,40.98575192,-69.50445945,1838,15,0,0,0,0,0,0,0,0
MD,Maryland,3/25/2020,38.68546923,-76.02496138,425,4,0,0,0,0,0,0,0,0
ME,Maine,3/25/2020,43.49941891,-67.76512376,142,0,0,0,0,0,0,0,0,0
MI,Michigan,3/25/2020,43.50200821,-84.31642408,2296,43,0,0,0,0,0,0,0,0
MN,Minnesota,3/25/2020,45.20101058,-93.95300562,286,1,0,0,0,0,0,0,0,0
MO,Missouri,3/25/2020,38.31751803,-92.23272099,354,8,0,0,0,0,0,0,0,0
MS,Mississippi,3/25/2020,32.7916758,-89.59222971,377,3,0,0,0,0,0,0,0,0
MT,Montana,3/25/2020,46.72012955,-109.8300491,65,0,0,0,0,0,0,0,0,0
NC,North Carolina,3/25/2020,35.58550831,-79.41116704,590,2,0,0,0,0,0,0,0,0
ND,North Dakota,3/25/2020,47.37902286,-100.2796649,45,0,0,0,0,0,0,0,0,0
NE,Nebraska,3/25/2020,41.11807146,-98.34769384,71,0,0,0,0,0,0,0,0,0
NH,New Hampshire,3/25/2020,42.70899125,-70.33397717,108,1,0,0,0,0,0,0,0,0
NJ,New Jersey,3/25/2020,39.45336282,-73.04163372,4402,62,0,0,0,0,0,0,0,0
NM,New Mexico,3/25/2020,34.54019139,-106.0212616,113,1,0,0,0,0,0,0,0,0
NV,Nevada,3/25/2020,37.86296131,-113.7655968,323,6,0,0,0,0,0,0,0,0
NY,New York,3/25/2020,42.21578381,-74.85121939,30841,285,0,0,0,0,0,0,0,0
OH,Ohio,3/25/2020,40.33910287,-82.8481382,704,11,0,0,0,0,0,0,0,0
OK,Oklahoma,3/25/2020,35.43674413,-96.89775959,164,5,0,0,0,0,0,0,0,0
OR,Oregon,3/25/2020,44.56902041,-121.6431079,266,10,0,0,0,0,0,0,0,0
PA,Pennsylvania,3/25/2020,40.80076573,-77.5705728,1260,15,0,0,0,0,0,0,0,0
RI,Rhode Island,3/25/2020,39.28655632,-67.38505529,132,0,0,0,0,0,0,0,0,0
SC,South Carolina,3/25/2020,33.95085889,-80.97276798,424,7,0,0,0,0,0,0,0,0
SD,South Dakota,3/25/2020,44.21049984,-99.08885116,41,1,0,0,0,0,0,0,0,0
TN,Tennessee,3/25/2020,35.52194555,-85.27287797,916,3,0,0,0,0,0,0,0,0
TX,Texas,3/25/2020,31.51025632,-98.252124,1229,15,0,0,0,0,0,0,0,0
UT,Utah,3/25/2020,39.01014766,-109.6341111,340,1,0,0,0,0,0,0,0,0
VA,Virginia,3/25/2020,37.53729317,-78.35924335,396,9,0,0,0,0,0,0,0,0
VT,Vermont,3/25/2020,42.87171817,-70.66671244,125,8,0,0,0,0,0,0,0,0
WA,Washington,3/25/2020,46.70352869,-119.3591342,2591,133,0,0,0,0,0,0,0,0
WI,Wisconsin,3/25/2020,44.11921289,-89.35496561,621,7,0,0,0,0,0,0,0,0
WV,West Virginia,3/25/2020,38.85597718,-80.58995508,39,0,0,0,0,0,0,0,0,0
WY,Wyoming,3/25/2020,42.98141971,-107.2703275,44,0,0,0,0,0,0,0,0,0
AK,Alaska,3/26/2020,59.47316558,-143.7430164,56,1,0,0,0,0,0,0,0,0
AL,Alabama,3/26/2020,32.83959645,-86.60893133,517,1,0,0,0,0,0,0,0,0
AR,Arkansas,3/26/2020,34.63985958,-91.74094536,335,2,0,0,0,0,0,0,0,0
AZ,Arizona,3/26/2020,32.92311986,-109.0097148,508,8,0,0,0,0,0,0,0,0
CA,California,3/26/2020,37.42948681,-120.2166639,3899,81,0,0,0,0,0,0,0,0
CO,Colorado,3/26/2020,38.64423049,-104.6355054,1430,19,0,0,0,0,0,0,0,0
CT,Connecticut,3/26/2020,41.08680019,-71.7886799,1012,21,0,0,0,0,0,0,0,0
DC,District of Columbia,3/26/2020,38.89907582,-77.02426894,231,3,0,0,0,0,0,0,0,0
DE,Delaware,3/26/2020,38.62290881,-74.37552804,130,1,0,0,0,0,0,0,0,0
FL,Florida,3/26/2020,28.67133583,-82.17483308,2357,29,0,0,0,0,0,0,0,0
GA,Georgia,3/26/2020,32.72528337,-83.33925179,1525,48,0,0,0,0,0,0,0,0
HI,Hawaii,3/26/2020,19.9480403,-149.194191,95,0,0,0,0,0,0,0,0,0
IA,Iowa,3/26/2020,41.96197926,-93.1826175,179,1,0,0,0,0,0,0,0,0
ID,Idaho,3/26/2020,44.17976114,-114.5212755,146,3,0,0,0,0,0,0,0,0
IL,Illinois,3/26/2020,39.79487369,-88.65905633,2538,26,0,0,0,0,0,0,0,0
IN,Indiana,3/26/2020,39.83630193,-86.16071339,645,17,0,0,0,0,0,0,0,0
KS,Kansas,3/26/2020,38.4593703,-97.57663526,172,3,0,0,0,0,0,0,0,0
KY,Kentucky,3/26/2020,37.46646798,-84.8027482,247,5,0,0,0,0,0,0,0,0
LA,Louisiana,3/26/2020,30.839563,-91.09947663,2304,83,0,0,0,0,0,0,0,0
MA,Massachusetts,3/26/2020,40.98575192,-69.50445945,2417,25,0,0,0,0,0,0,0,0
MD,Maryland,3/26/2020,38.68546923,-76.02496138,583,4,0,0,0,0,0,0,0,0
ME,Maine,3/26/2020,43.49941891,-67.76512376,155,0,0,0,0,0,0,0,0,0
MI,Michigan,3/26/2020,43.50200821,-84.31642408,2845,61,0,0,0,0,0,0,0,0
MN,Minnesota,3/26/2020,45.20101058,-93.95300562,344,2,0,0,0,0,0,0,0,0
MO,Missouri,3/26/2020,38.31751803,-92.23272099,520,9,0,0,0,0,0,0,0,0
MS,Mississippi,3/26/2020,32.7916758,-89.59222971,485,6,0,0,0,0,0,0,0,0
MT,Montana,3/26/2020,46.72012955,-109.8300491,90,0,0,0,0,0,0,0,0,0
NC,North Carolina,3/26/2020,35.58550831,-79.41116704,738,3,0,0,0,0,0,0,0,0
ND,North Dakota,3/26/2020,47.37902286,-100.2796649,51,0,0,0,0,0,0,0,0,0
NE,Nebraska,3/26/2020,41.11807146,-98.34769384,74,0,0,0,0,0,0,0,0,0
NH,New Hampshire,3/26/2020,42.70899125,-70.33397717,137,1,0,0,0,0,0,0,0,0
NJ,New Jersey,3/26/2020,39.45336282,-73.04163372,6876,81,0,0,0,0,0,0,0,0
NM,New Mexico,3/26/2020,34.54019139,-106.0212616,113,1,0,0,0,0,0,0,0,0
NV,Nevada,3/26/2020,37.86296131,-113.7655968,420,10,0,0,0,0,0,0,0,0
NY,New York,3/26/2020,42.21578381,-74.85121939,37877,385,0,0,0,0,0,0,0,0
OH,Ohio,3/26/2020,40.33910287,-82.8481382,868,15,0,0,0,0,0,0,0,0
OK,Oklahoma,3/26/2020,35.43674413,-96.89775959,248,7,0,0,0,0,0,0,0,0
OR,Oregon,3/26/2020,44.56902041,-121.6431079,316,11,0,0,0,0,0,0,0,0
PA,Pennsylvania,3/26/2020,40.80076573,-77.5705728,1795,18,0,0,0,0,0,0,0,0
RI,Rhode Island,3/26/2020,39.28655632,-67.38505529,165,0,0,0,0,0,0,0,0,0
SC,South Carolina,3/26/2020,33.95085889,-80.97276798,424,9,0,0,0,0,0,0,0,0
SD,South Dakota,3/26/2020,44.21049984,-99.08885116,46,1,0,0,0,0,0,0,0,0
TN,Tennessee,3/26/2020,35.52194555,-85.27287797,1097,3,0,0,0,0,0,0,0,0
TX,Texas,3/26/2020,31.51025632,-98.252124,1563,21,0,0,0,0,0,0,0,0
UT,Utah,3/26/2020,39.01014766,-109.6341111,396,1,0,0,0,0,0,0,0,0
VA,Virginia,3/26/2020,37.53729317,-78.35924335,466,10,0,0,0,0,0,0,0,0
VT,Vermont,3/26/2020,42.87171817,-70.66671244,158,9,0,0,0,0,0,0,0,0
WA,Washington,3/26/2020,46.70352869,-119.3591342,3207,150,0,0,0,0,0,0,0,0
WI,Wisconsin,3/26/2020,44.11921289,-89.35496561,728,10,0,0,0,0,0,0,0,0
WV,West Virginia,3/26/2020,38.85597718,-80.58995508,52,0,0,0,0,0,0,0,0,0
WY,Wyoming,3/26/2020,42.98141971,-107.2703275,53,0,0,0,0,0,0,0,0,0
AK,Alaska,3/27/2020,59.47316558,-143.7430164,58,1,0,0,0,0,0,0,0,0
AL,Alabama,3/27/2020,32.83959645,-86.60893133,587,4,0,0,0,0,0,0,0,0
AR,Arkansas,3/27/2020,34.63985958,-91.74094536,381,3,0,0,0,0,0,0,0,0
AZ,Arizona,3/27/2020,32.92311986,-109.0097148,665,13,0,0,0,0,0,0,0,0
CA,California,3/27/2020,37.42948681,-120.2166639,4657,94,0,0,0,0,0,0,0,0
CO,Colorado,3/27/2020,38.64423049,-104.6355054,1433,27,0,0,0,0,0,0,0,0
CT,Connecticut,3/27/2020,41.08680019,-71.7886799,1291,27,0,0,0,0,0,0,0,0
DC,District of Columbia,3/27/2020,38.89907582,-77.02426894,271,3,0,0,0,0,0,0,0,0
DE,Delaware,3/27/2020,38.62290881,-74.37552804,163,2,0,0,0,0,0,0,0,0
FL,Florida,3/27/2020,28.67133583,-82.17483308,2900,35,0,0,0,0,0,0,0,0
GA,Georgia,3/27/2020,32.72528337,-83.33925179,2000,64,0,0,0,0,0,0,0,0
HI,Hawaii,3/27/2020,19.9480403,-149.194191,106,0,0,0,0,0,0,0,0,0
IA,Iowa,3/27/2020,41.96197926,-93.1826175,235,3,0,0,0,0,0,0,0,0
ID,Idaho,3/27/2020,44.17976114,-114.5212755,205,3,0,0,0,0,0,0,0,0
IL,Illinois,3/27/2020,39.79487369,-88.65905633,3024,34,0,0,0,0,0,0,0,0
IN,Indiana,3/27/2020,39.83630193,-86.16071339,979,25,0,0,0,0,0,0,0,0
KS,Kansas,3/27/2020,38.4593703,-97.57663526,206,4,0,0,0,0,0,0,0,0
KY,Kentucky,3/27/2020,37.46646798,-84.8027482,301,7,0,0,0,0,0,0,0,0
LA,Louisiana,3/27/2020,30.839563,-91.09947663,2744,119,0,0,0,0,0,0,0,0
MA,Massachusetts,3/27/2020,40.98575192,-69.50445945,3240,35,0,0,0,0,0,0,0,0
MD,Maryland,3/27/2020,38.68546923,-76.02496138,775,5,0,0,0,0,0,0,0,0
ME,Maine,3/27/2020,43.49941891,-67.76512376,168,1,0,0,0,0,0,0,0,0
MI,Michigan,3/27/2020,43.50200821,-84.31642408,3634,92,0,0,0,0,0,0,0,0
MN,Minnesota,3/27/2020,45.20101058,-93.95300562,396,4,0,0,0,0,0,0,0,0
MO,Missouri,3/27/2020,38.31751803,-92.23272099,666,9,0,0,0,0,0,0,0,0
MS,Mississippi,3/27/2020,32.7916758,-89.59222971,579,8,0,0,0,0,0,0,0,0
MT,Montana,3/27/2020,46.72012955,-109.8300491,109,1,0,0,0,0,0,0,0,0
NC,North Carolina,3/27/2020,35.58550831,-79.41116704,887,4,0,0,0,0,0,0,0,0
ND,North Dakota,3/27/2020,47.37902286,-100.2796649,68,1,0,0,0,0,0,0,0,0
NE,Nebraska,3/27/2020,41.11807146,-98.34769384,82,0,0,0,0,0,0,0,0,0
NH,New Hampshire,3/27/2020,42.70899125,-70.33397717,158,1,0,0,0,0,0,0,0,0
NJ,New Jersey,3/27/2020,39.45336282,-73.04163372,8825,108,0,0,0,0,0,0,0,0
NM,New Mexico,3/27/2020,34.54019139,-106.0212616,136,1,0,0,0,0,0,0,0,0
NV,Nevada,3/27/2020,37.86296131,-113.7655968,536,10,0,0,0,0,0,0,0,0
NY,New York,3/27/2020,42.21578381,-74.85121939,44876,527,0,0,0,0,0,0,0,0
OH,Ohio,3/27/2020,40.33910287,-82.8481382,1137,19,0,0,0,0,0,0,0,0
OK,Oklahoma,3/27/2020,35.43674413,-96.89775959,322,8,0,0,0,0,0,0,0,0
OR,Oregon,3/27/2020,44.56902041,-121.6431079,416,12,0,0,0,0,0,0,0,0
PA,Pennsylvania,3/27/2020,40.80076573,-77.5705728,2345,22,0,0,0,0,0,0,0,0
RI,Rhode Island,3/27/2020,39.28655632,-67.38505529,203,0,0,0,0,0,0,0,0,0
SC,South Carolina,3/27/2020,33.95085889,-80.97276798,542,13,0,0,0,0,0,0,0,0
SD,South Dakota,3/27/2020,44.21049984,-99.08885116,58,1,0,0,0,0,0,0,0,0
TN,Tennessee,3/27/2020,35.52194555,-85.27287797,1318,6,0,0,0,0,0,0,0,0
TX,Texas,3/27/2020,31.51025632,-98.252124,1937,26,0,0,0,0,0,0,0,0
UT,Utah,3/27/2020,39.01014766,-109.6341111,472,1,0,0,0,0,0,0,0,0
VA,Virginia,3/27/2020,37.53729317,-78.35924335,607,10,0,0,0,0,0,0,0,0
VT,Vermont,3/27/2020,42.87171817,-70.66671244,184,10,0,0,0,0,0,0,0,0
WA,Washington,3/27/2020,46.70352869,-119.3591342,3477,157,0,0,0,0,0,0,0,0
WI,Wisconsin,3/27/2020,44.11921289,-89.35496561,926,14,0,0,0,0,0,0,0,0
WV,West Virginia,3/27/2020,38.85597718,-80.58995508,76,0,0,0,0,0,0,0,0,0
WY,Wyoming,3/27/2020,42.98141971,-107.2703275,70,0,0,0,0,0,0,0,0,0
AK,Alaska,3/28/2020,59.47316558,-143.7430164,85,2,0,0,0,0,0,0,0,0
AL,Alabama,3/28/2020,32.83959645,-86.60893133,694,4,0,0,0,0,0,0,0,0
AR,Arkansas,3/28/2020,34.63985958,-91.74094536,409,5,0,0,0,0,0,0,0,0
AZ,Arizona,3/28/2020,32.92311986,-109.0097148,773,15,0,0,0,0,0,0,0,0
CA,California,3/28/2020,37.42948681,-120.2166639,5095,110,0,0,0,0,0,0,0,0
CO,Colorado,3/28/2020,38.64423049,-104.6355054,1740,31,0,0,0,0,0,0,0,0
CT,Connecticut,3/28/2020,41.08680019,-71.7886799,1524,33,0,0,0,0,0,0,0,0
DC,District of Columbia,3/28/2020,38.89907582,-77.02426894,304,4,0,0,0,0,0,0,0,0
DE,Delaware,3/28/2020,38.62290881,-74.37552804,214,5,0,0,0,0,0,0,0,0
FL,Florida,3/28/2020,28.67133583,-82.17483308,3763,54,0,0,0,0,0,0,0,0
GA,Georgia,3/28/2020,32.72528337,-83.33925179,2366,69,0,0,0,0,0,0,0,0
HI,Hawaii,3/28/2020,19.9480403,-149.194191,149,0,0,0,0,0,0,0,0,0
IA,Iowa,3/28/2020,41.96197926,-93.1826175,298,3,0,0,0,0,0,0,0,0
ID,Idaho,3/28/2020,44.17976114,-114.5212755,234,4,0,0,0,0,0,0,0,0
IL,Illinois,3/28/2020,39.79487369,-88.65905633,3491,47,0,0,0,0,0,0,0,0
IN,Indiana,3/28/2020,39.83630193,-86.16071339,1233,31,0,0,0,0,0,0,0,0
KS,Kansas,3/28/2020,38.4593703,-97.57663526,266,4,0,0,0,0,0,0,0,0
KY,Kentucky,3/28/2020,37.46646798,-84.8027482,380,9,0,0,0,0,0,0,0,0
LA,Louisiana,3/28/2020,30.839563,-91.09947663,3315,137,0,0,0,0,0,0,0,0
MA,Massachusetts,3/28/2020,40.98575192,-69.50445945,4257,44,0,0,0,0,0,0,0,0
MD,Maryland,3/28/2020,38.68546923,-76.02496138,995,5,0,0,0,0,0,0,0,0
ME,Maine,3/28/2020,43.49941891,-67.76512376,211,1,0,0,0,0,0,0,0,0
MI,Michigan,3/28/2020,43.50200821,-84.31642408,4650,111,0,0,0,0,0,0,0,0
MN,Minnesota,3/28/2020,45.20101058,-93.95300562,441,5,0,0,0,0,0,0,0,0
MO,Missouri,3/28/2020,38.31751803,-92.23272099,836,10,0,0,0,0,0,0,0,0
MS,Mississippi,3/28/2020,32.7916758,-89.59222971,663,13,0,0,0,0,0,0,0,0
MT,Montana,3/28/2020,46.72012955,-109.8300491,129,1,0,0,0,0,0,0,0,0
NC,North Carolina,3/28/2020,35.58550831,-79.41116704,1020,5,0,0,0,0,0,0,0,0
ND,North Dakota,3/28/2020,47.37902286,-100.2796649,94,1,0,0,0,0,0,0,0,0
NE,Nebraska,3/28/2020,41.11807146,-98.34769384,96,2,0,0,0,0,0,0,0,0
NH,New Hampshire,3/28/2020,42.70899125,-70.33397717,187,2,0,0,0,0,0,0,0,0
NJ,New Jersey,3/28/2020,39.45336282,-73.04163372,11124,140,0,0,0,0,0,0,0,0
NM,New Mexico,3/28/2020,34.54019139,-106.0212616,208,1,0,0,0,0,0,0,0,0
NV,Nevada,3/28/2020,37.86296131,-113.7655968,626,10,0,0,0,0,0,0,0,0
NY,New York,3/28/2020,42.21578381,-74.85121939,52410,728,0,0,0,0,0,0,0,0
OH,Ohio,3/28/2020,40.33910287,-82.8481382,1406,25,0,0,0,0,0,0,0,0
OK,Oklahoma,3/28/2020,35.43674413,-96.89775959,377,15,0,0,0,0,0,0,0,0
OR,Oregon,3/28/2020,44.56902041,-121.6431079,479,13,0,0,0,0,0,0,0,0
PA,Pennsylvania,3/28/2020,40.80076573,-77.5705728,2845,34,0,0,0,0,0,0,0,0
RI,Rhode Island,3/28/2020,39.28655632,-67.38505529,239,2,0,0,0,0,0,0,0,0
SC,South Carolina,3/28/2020,33.95085889,-80.97276798,660,15,0,0,0,0,0,0,0,0
SD,South Dakota,3/28/2020,44.21049984,-99.08885116,68,1,0,0,0,0,0,0,0,0
TN,Tennessee,3/28/2020,35.52194555,-85.27287797,1511,7,0,0,0,0,0,0,0,0
TX,Texas,3/28/2020,31.51025632,-98.252124,2455,30,0,0,0,0,0,0,0,0
UT,Utah,3/28/2020,39.01014766,-109.6341111,602,1,0,0,0,0,0,0,0,0
VA,Virginia,3/28/2020,37.53729317,-78.35924335,740,13,0,0,0,0,0,0,0,0
