State_abb,State,Date,Lat,Lon,Confirmed,Deaths,Recovered,Active,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,Testing_Rate,Hospitalization_Rate
MN,Minnesota,4/22/2020,45.20101058,-93.95300562,2722,179,1317,2543,55.02940899,49344,660,6.576047024,997.5647162,24.2468773
MO,Missouri,4/22/2020,38.31751803,-92.23272099,6277,238,0,6039,107.1259858,58156,1001,3.791620201,992.5153461,15.94710849
MS,Mississippi,4/22/2020,32.7916758,-89.59222971,4894,193,0,4701,169.0380581,53835,910,3.943604414,1859.453179,18.59419698
MT,Montana,4/22/2020,46.72012955,-109.8300491,439,14,296,425,50.69360164,11583,59,3.189066059,1337.548947,13.43963554
NC,North Carolina,4/22/2020,35.58550831,-79.41116704,7495,265,0,7230,75.57062375,90336,434,3.53569046,910.8402758,5.790527018
ND,North Dakota,4/22/2020,47.37902286,-100.2796649,679,14,229,665,111.9689719,15589,62,2.06185567,2570.669076,9.13107511
NE,Nebraska,4/22/2020,41.11807146,-98.34769384,1813,38,0,1775,118.8640452,16679,0,2.095973525,1093.509879,0
NH,New Hampshire,4/22/2020,42.70899125,-70.33397717,1588,48,546,1540,119.5649882,15041,206,3.022670025,1132.479212,12.97229219
NJ,New Jersey,4/22/2020,39.45336282,-73.04163372,95914,5150,0,90764,1079.846299,191659,7210,5.369393415,2157.789914,7.517150781
NM,New Mexico,4/22/2020,34.54019139,-106.0212616,2210,71,529,2139,132.5311103,40877,306,3.212669683,2451.34579,13.84615385
NV,Nevada,4/22/2020,37.86296131,-113.7655968,4081,172,0,3909,135.2804077,33888,0,4.214653271,1123.34782,0
NY,New York,4/22/2020,42.21578381,-74.85121939,263292,19413,23887,243879,1561.542077,669982,57103,7.373182626,3973.554395,21.68808775
OH,Ohio,4/22/2020,40.33910287,-82.8481382,14117,610,0,13507,126.3395102,97998,2882,4.321031381,877.0290661,20.41510236
OK,Oklahoma,4/22/2020,35.43674413,-96.89775959,2894,170,1772,2724,79.12218664,45913,588,5.874222529,1255.265016,20.3178991
OR,Oregon,4/22/2020,44.56902041,-121.6431079,2059,78,0,1981,51.38412717,41185,488,3.788246722,1027.807323,23.70082564
PA,Pennsylvania,4/22/2020,40.80076573,-77.5705728,36082,1673,0,34409,286.6495221,171317,2764,4.636660939,1361.009262,7.66032925
RI,Rhode Island,4/22/2020,39.28655632,-67.38505529,5841,181,315,5660,551.3701184,41722,576,3.098784455,3938.411929,9.861325116
SC,South Carolina,4/22/2020,33.95085889,-80.97276798,4761,140,3317,4621,94.46475429,43111,837,2.940558706,855.3812271,17.58034026
SD,South Dakota,4/22/2020,44.21049984,-99.08885116,1858,9,937,1849,252.4827013,13446,111,0.484391819,1827.170291,5.97416577
TN,Tennessee,4/22/2020,35.52194555,-85.27287797,7394,157,4012,7237,112.6287885,114980,775,2.123343251,1751.427929,10.48147146
TX,Texas,4/22/2020,31.51025632,-98.252124,21321,556,7341,20765,92.76226768,216783,1678,2.60775761,943.1678943,7.870174945
UT,Utah,4/22/2020,39.01014766,-109.6341111,3445,32,970,3413,120.2073219,76460,288,0.928882438,2667.939573,8.359941945
VA,Virginia,4/22/2020,37.53729317,-78.35924335,10266,349,1497,9917,129.8305475,58354,1581,3.399571401,737.9828334,15.40035067
VT,Vermont,4/22/2020,42.87171817,-70.66671244,823,40,1710,783,134.7874436,13462,37,4.860267315,2204.749169,4.495747266
WA,Washington,4/22/2020,46.70352869,-119.3591342,12596,686,0,11910,159.6285163,145031,543,5.368849058,1921.092304,4.505850137
WI,Wisconsin,4/22/2020,44.11921289,-89.35496561,4845,248,0,4597,93.63095028,54347,1302,5.118679051,1050.270641,26.87306502
WV,West Virginia,4/22/2020,38.85597718,-80.58995508,939,27,330,912,70.97516398,25836,103,2.875399361,1952.837419,10.96911608
WY,Wyoming,4/22/2020,42.98141971,-107.2703275,447,6,254,441,89.89622717,7623,52,1.342281879,1533.062505,11.63310962
AK,Alaska,4/23/2020,59.47316558,-143.7430164,336,9,202,327,56.2108845,12160,40,2.678595155,2034.298677,12.05234953
AL,Alabama,4/23/2020,32.83959645,-86.60893133,5712,199,0,5514,121.830358,50700,749,3.484014655,1081.288414,13.1103768
AR,Arkansas,4/23/2020,34.63985958,-91.74094536,2438,44,882,2394,94.14733798,30652,291,1.788388937,1183.900361,11.99110142
AZ,Arizona,4/23/2020,32.92311986,-109.0097148,5622,240,1274,5382,77.24575636,57649,682,4.267324606,792.021451,12.12123644
CA,California,4/23/2020,37.42948681,-120.2166639,38452,1477,0,36976,98.07154651,473712,4956,3.840095624,1208.183303,12.90271348
CO,Colorado,4/23/2020,38.64423049,-104.6355054,11084,529,0,10556,195.6037723,49674,2063,4.770261425,876.586187,18.60779596
CT,Connecticut,4/23/2020,41.08680019,-71.7886799,22784,1592,0,21193,639.0649617,70708,1960,6.98346399,1983.220425,8.602553995
DC,District of Columbia,4/23/2020,38.89907582,-77.02426894,3284,133,646,3150,465.2503936,15716,402,4.048498213,2226.854023,12.24985768
DE,Delaware,4/23/2020,38.62290881,-74.37552804,3254,90,621,3164,334.1672109,16732,280,2.781193319,1718.332163,8.58643818
FL,Florida,4/23/2020,28.67133583,-82.17483308,28978,940,0,28038,136.4811272,292668,4581,3.241767412,1378.38709,15.80777999
GA,Georgia,4/23/2020,32.72528337,-83.33925179,21548,864,0,20684,212.5225839,97567,4014,4.011658228,962.2568136,18.62827342
HI,Hawaii,4/23/2020,19.9480403,-149.194191,594,12,440,582,41.95549327,25735,60,2.020224923,1817.718214,10.01496463
IA,Iowa,4/23/2020,41.96197926,-93.1826175,3836,93,1460,3743,146.3723803,28753,277,2.423881932,1097.144174,7.221874092
ID,Idaho,4/23/2020,44.17976114,-114.5212755,1801,52,738,1748,111.828833,17911,160,2.914529345,1112.141159,8.885150889
IL,Illinois,4/23/2020,39.79487369,-88.65905633,36022,1626,0,34396,306.9449991,168831,4771,4.513871928,1438.616155,13.24575555
IN,Indiana,4/23/2020,39.83630193,-86.16071339,12738,686,0,12052,194.6594083,70755,0,5.384542132,1081.220429,0
KS,Kansas,4/23/2020,38.4593703,-97.57663526,2526,112,0,2414,103.5887812,20760,437,4.478844887,851.3677328,17.38842323
KY,Kentucky,4/23/2020,37.46646798,-84.8027482,3428,188,1288,3240,100.1518124,34702,1090,5.483348369,1013.684737,31.80758406
LA,Louisiana,4/23/2020,30.839563,-91.09947663,25498,1536,0,23962,554.6448694,143074,1737,6.022089113,3112.164926,6.813141428
MA,Massachusetts,4/23/2020,40.98575192,-69.50445945,44484,2271,0,42212,648.0911662,187769,4235,5.104453307,2735.653224,9.511703981
MD,Maryland,4/23/2020,38.68546923,-76.02496138,15256,723,1010,14533,256.6908983,78314,3401,4.738662922,1317.686114,22.29932863
ME,Maine,4/23/2020,43.49941891,-67.76512376,922,42,470,880,78.53452197,17706,147,4.497863763,1508.169464,15.94252694
MI,Michigan,4/23/2020,43.50200821,-84.31642408,34631,2895,3237,31736,434.6664267,123273,3458,8.358097361,1547.244793,9.980469794
MN,Minnesota,4/23/2020,45.20101058,-93.95300562,2832,190,1426,2642,57.25322787,50446,686,6.687071779,1019.843338,24.22405048
MO,Missouri,4/23/2020,38.31751803,-92.23272099,6392,245,0,6146,109.0800921,58803,942,3.83248394,1003.557327,14.76728311
MS,Mississippi,4/23/2020,32.7916758,-89.59222971,5024,197,0,4826,173.5109695,54612,928,3.922122409,1886.290647,18.47621745
MT,Montana,4/23/2020,46.72012955,-109.8300491,440,14,301,426,50.8668144,11729,59,3.178243437,1354.408323,13.39402591
NC,North Carolina,4/23/2020,35.58550831,-79.41116704,7658,273,0,7384,77.20907957,93260,460,3.564520422,940.3274391,6.002680389
ND,North Dakota,4/23/2020,47.37902286,-100.2796649,694,14,249,680,114.4425132,15960,64,2.088755762,2631.765548,9.149458571
NE,Nebraska,4/23/2020,41.11807146,-98.34769384,2008,42,0,1965,131.6158692,17020,0,2.115198388,1115.833766,0
NH,New Hampshire,4/23/2020,42.70899125,-70.33397717,1629,50,548,1580,122.6519936,15526,210,3.03828112,1169.033873,12.8633916
NJ,New Jersey,4/23/2020,39.45336282,-73.04163372,97970,5288,0,92682,1102.988114,195904,7225,5.397018627,2205.576553,7.377670617
NM,New Mexico,4/23/2020,34.54019139,-106.0212616,2294,74,538,2220,137.5984763,41054,318,3.245679104,2461.990257,13.87978142
NV,Nevada,4/23/2020,37.86296131,-113.7655968,4144,184,0,3961,137.3853589,34318,0,4.424341845,1137.618395,0
NY,New York,4/23/2020,42.21578381,-74.85121939,263376,20193,23887,243183,1562.040267,682951,57103,7.666891928,4050.471427,21.68117285
OH,Ohio,4/23/2020,40.33910287,-82.8481382,14406,633,0,13772,128.9214291,100162,2921,4.392719311,896.3912202,20.27968947
OK,Oklahoma,4/23/2020,35.43674413,-96.89775959,2956,174,1828,2781,80.80360145,45974,605,5.903634301,1256.94643,20.46720278
OR,Oregon,4/23/2020,44.56902041,-121.6431079,2093,80,0,2012,52.2326266,42580,500,3.845228203,1062.633233,23.8861439
PA,Pennsylvania,4/23/2020,40.80076573,-77.5705728,37230,1698,0,35532,295.7736554,175012,2757,4.564350428,1390.367759,7.412853074
RI,Rhode Island,4/23/2020,39.28655632,-67.38505529,6048,185,328,5864,570.9573979,43070,576,3.059942099,4065.705647,9.53424312
SC,South Carolina,4/23/2020,33.95085889,-80.97276798,4839,145,3317,4694,96.01238101,43787,837,2.99559967,868.793992,17.3014575
SD,South Dakota,4/23/2020,44.21049984,-99.08885116,1907,9,1000,1898,259.141287,13756,115,0.472257259,1869.228093,6.029005175
TN,Tennessee,4/23/2020,35.52194555,-85.27287797,7830,164,4102,7666,119.2701399,119040,784,2.096029235,1813.271705,10.03749353
TX,Texas,4/23/2020,31.51025632,-98.252124,21986,580,7683,21406,95.65333878,220930,1664,2.637212138,961.2126157,7.575264073
UT,Utah,4/23/2020,39.01014766,-109.6341111,3528,34,1010,3495,123.1209101,78544,294,0.948937343,2740.639705,8.346637639
VA,Virginia,4/23/2020,37.53729317,-78.35924335,10632,361,1532,10271,134.4592228,61436,1667,3.395548566,776.9598203,15.66980618
VT,Vermont,4/23/2020,42.87171817,-70.66671244,824,42,1710,782,134.9512194,13657,40,5.036194263,2236.685441,4.9145403
WA,Washington,4/23/2020,46.70352869,-119.3591342,12674,698,0,11976,164.2778906,146492,544,5.472003922,1940.444827,4.385756559
WI,Wisconsin,4/23/2020,44.11921289,-89.35496561,4948,253,0,4696,95.63111609,55428,1310,5.112783706,1071.151599,26.48087138
WV,West Virginia,4/23/2020,38.85597718,-80.58995508,960,29,355,931,72.56246797,26870,106,3.017720068,2031.031037,10.9891452
WY,Wyoming,4/23/2020,42.98141971,-107.2703275,450,6,264,444,90.49955756,7595,52,1.443767871,1527.431421,11.55606916
AK,Alaska,4/24/2020,59.47316558,-143.7430164,337,9,209,328,56.3781788,12161,42,2.670623145,2034.465972,12.46290801
AL,Alabama,4/24/2020,32.83959645,-86.60893133,5832,202,0,5630,124.3789318,52641,768,3.463648834,1122.673413,13.16872428
AR,Arkansas,4/24/2020,34.63985958,-91.74094536,2599,45,902,2554,100.3852026,31590,291,1.731435167,1220.1495,11.19661408
AZ,Arizona,4/24/2020,32.92311986,-109.0097148,5772,249,1282,5523,79.29968977,58697,699,4.313929314,806.4195929,12.11018711
CA,California,4/24/2020,37.42948681,-120.2166639,39561,1533,0,38028,100.8987309,482097,4929,3.875028437,1229.568906,12.45924016
CO,Colorado,4/24/2020,38.64423049,-104.6355054,11278,552,0,10726,199.0183901,50645,2123,4.894484838,893.7122153,18.82425962
CT,Connecticut,4/24/2020,41.08680019,-71.7886799,23100,1639,0,21461,647.9141791,71497,1947,7.095238095,2005.364505,8.428571429
DC,District of Columbia,4/24/2020,38.89907582,-77.02426894,3361,139,648,3222,476.2316348,15930,402,4.135673907,2257.176418,11.96072597
DE,Delaware,4/24/2020,38.62290881,-74.37552804,3308,92,643,3216,339.7127025,16912,290,2.781136638,1736.765787,8.76662636
FL,Florida,4/24/2020,28.67133583,-82.17483308,29648,987,0,28661,139.6342964,296708,4693,3.329060982,1397.416784,15.82906098
GA,Georgia,4/24/2020,32.72528337,-83.33925179,21883,881,0,21002,215.821598,101062,4069,4.025956222,996.7263326,18.59434264
HI,Hawaii,4/24/2020,19.9480403,-149.194191,596,12,444,584,42.09675756,26128,63,2.013422819,1845.476647,10.5704698
IA,Iowa,4/24/2020,41.96197926,-93.1826175,3924,96,1492,3828,149.7302452,29262,282,2.44648318,1116.56637,7.186544343
ID,Idaho,4/24/2020,44.17976114,-114.5212755,1836,54,767,1782,114.0020751,18092,162,2.941176471,1123.379926,8.823529412
IL,Illinois,4/24/2020,39.79487369,-88.65905633,36937,1688,0,35249,314.7417532,173316,4877,4.569943417,1476.833032,13.20356282
IN,Indiana,4/24/2020,39.83630193,-86.16071339,13039,706,0,12333,199.2514052,72040,0,5.414525654,1100.856755,0
KS,Kansas,4/24/2020,38.4593703,-97.57663526,2721,113,0,2608,111.5855399,21318,442,4.152884969,874.2302607,16.24402793
KY,Kentucky,4/24/2020,37.46646798,-84.8027482,3479,191,1311,3288,101.6269959,36075,1105,5.490083357,1053.806806,31.76200057
LA,Louisiana,4/24/2020,30.839563,-91.09947663,25739,1599,0,24140,559.8762395,143315,1727,6.212362563,3117.396296,6.70966238
MA,Massachusetts,4/24/2020,40.98575192,-69.50445945,46023,2360,0,43663,670.5205243,195076,4493,5.127870847,2842.110723,9.762510049
MD,Maryland,4/24/2020,38.68546923,-76.02496138,15737,748,1040,14989,264.7839975,80100,3477,4.753129567,1347.728169,22.09442715
ME,Maine,4/24/2020,43.49941891,-67.76512376,937,44,485,893,79.81219857,17721,150,4.69583778,1509.447141,16.00853789
MI,Michigan,4/24/2020,43.50200821,-84.31642408,35296,2977,3237,32319,443.0130864,128321,3611,8.4343835,1610.604099,10.23062103
MN,Minnesota,4/24/2020,45.20101058,-93.95300562,2942,200,1536,2742,59.47704675,51548,712,6.798096533,1042.12196,24.20122366
MO,Missouri,4/24/2020,38.31751803,-92.23272099,6506,252,0,6254,111.0341984,59450,884,3.873347679,1014.599308,13.58745773
MS,Mississippi,4/24/2020,32.7916758,-89.59222971,5153,201,0,4952,177.9838809,55389,946,3.900640404,1913.128116,18.35823792
MT,Montana,4/24/2020,46.72012955,-109.8300491,442,14,306,428,51.04002716,11875,59,3.167420814,1371.267698,13.34841629
NC,North Carolina,4/24/2020,35.58550831,-79.41116704,7820,281,0,7539,78.84753538,96185,486,3.593350384,969.8146024,6.21483376
ND,North Dakota,4/24/2020,47.37902286,-100.2796649,709,15,269,694,116.9160546,16330,65,2.115655853,2692.862019,9.167842031
NE,Nebraska,4/24/2020,41.11807146,-98.34769384,2202,47,0,2155,144.3676931,17360,0,2.134423252,1138.157653,0
NH,New Hampshire,4/24/2020,42.70899125,-70.33397717,1670,51,550,1619,125.738999,16012,213,3.053892216,1205.588534,12.75449102
NJ,New Jersey,4/24/2020,39.45336282,-73.04163372,100025,5426,0,94599,1126.12993,200148,7240,5.424643839,2253.363191,7.238190452
NM,New Mexico,4/24/2020,34.54019139,-106.0212616,2379,78,547,2301,142.6658423,41232,331,3.278688525,2472.634724,13.913409
NV,Nevada,4/24/2020,37.86296131,-113.7655968,4208,195,0,4013,139.4903101,34749,0,4.634030418,1151.88897,0
NY,New York,4/24/2020,42.21578381,-74.85121939,263460,20973,23887,242487,1562.538458,695920,57103,7.96060123,4127.388459,21.67425795
OH,Ohio,4/24/2020,40.33910287,-82.8481382,14694,656,0,14038,131.503348,102325,2960,4.464407241,915.7533744,20.14427658
OK,Oklahoma,4/24/2020,35.43674413,-96.89775959,3017,179,1884,2838,82.48501627,46036,622,5.933046072,1258.627845,20.61650646
OR,Oregon,4/24/2020,44.56902041,-121.6431079,2127,83,0,2044,53.08112603,43976,512,3.902209685,1097.459144,24.07146215
PA,Pennsylvania,4/24/2020,40.80076573,-77.5705728,38379,1724,0,36655,304.8977887,178708,2750,4.492039918,1419.726257,7.165376899
RI,Rhode Island,4/24/2020,39.28655632,-67.38505529,6256,189,342,6067,590.5446774,44419,576,3.021099744,4192.999365,9.207161125
SC,South Carolina,4/24/2020,33.95085889,-80.97276798,4917,150,3317,4767,97.56000774,44463,837,3.050640635,882.206757,17.02257474
SD,South Dakota,4/24/2020,44.21049984,-99.08885116,1956,9,1064,1947,265.7998728,14065,119,0.460122699,1911.285895,6.083844581
TN,Tennessee,4/24/2020,35.52194555,-85.27287797,8266,171,4193,8095,125.9114912,123100,793,2.068715219,1875.115481,9.593515606
TX,Texas,4/24/2020,31.51025632,-98.252124,22650,604,8025,22046,98.54440988,225078,1649,2.666666667,979.2573371,7.280353201
UT,Utah,4/24/2020,39.01014766,-109.6341111,3612,35,1050,3577,126.0344983,80627,301,0.968992248,2813.339837,8.333333333
VA,Virginia,4/24/2020,37.53729317,-78.35924335,10998,373,1567,10625,139.087898,64518,1753,3.391525732,815.9368072,15.93926168
VT,Vermont,4/24/2020,42.87171817,-70.66671244,825,43,1710,782,135.1149951,13852,44,5.212121212,2268.621712,5.333333333
WA,Washington,4/24/2020,46.70352869,-119.3591342,12753,711,0,12042,168.9272648,147953,544,5.575158786,1959.797351,4.265662981
WI,Wisconsin,4/24/2020,44.11921289,-89.35496561,5052,258,0,4794,97.6312819,56508,1318,5.106888361,1092.032557,26.08867775
WV,West Virginia,4/24/2020,38.85597718,-80.58995508,981,31,380,950,74.14977196,27905,108,3.160040775,2109.224655,11.00917431
WY,Wyoming,4/24/2020,42.98141971,-107.2703275,453,7,275,446,91.10288794,7567,52,1.545253863,1521.800338,11.4790287
AK,Alaska,4/25/2020,59.47316558,-143.7430164,339,9,208,330,56.7127674,12281,36,2.654867257,2054.541287,10.61946903
AL,Alabama,4/25/2020,32.83959645,-86.60893133,6026,209,0,5817,128.5163654,52889,769,3.468304016,1127.962504,12.76136741
AR,Arkansas,4/25/2020,34.63985958,-91.74094536,2810,47,929,2763,108.5349824,35578,291,1.672597865,1374.184201,10.35587189
AZ,Arizona,4/25/2020,32.92311986,-109.0097148,6045,266,1313,5779,83.05035077,60714,984,4.400330852,834.1305205,16.27791563
CA,California,4/25/2020,37.42948681,-120.2166639,41355,1621,0,39734,105.4742554,494173,4880,3.919719502,1260.368256,11.80026599
CO,Colorado,4/25/2020,38.64423049,-104.6355054,12256,674,0,11582,216.2767679,56789,2366,5.499347258,1002.132945,19.30483029
CT,Connecticut,4/25/2020,41.08680019,-71.7886799,23936,1767,0,22169,671.3625018,74038,1877,7.382185829,2076.635065,7.841744652
DC,District of Columbia,4/25/2020,38.89907582,-77.02426894,3528,153,651,3375,499.8944384,16533,402,4.336734694,2342.61756,11.39455782
DE,Delaware,4/25/2020,38.62290881,-74.37552804,3442,100,703,3342,353.473737,17379,277,2.905287623,1784.724019,8.047646717
FL,Florida,4/25/2020,28.67133583,-82.17483308,30533,1046,0,29487,143.8024141,319038,5009,3.425801592,1502.585222,16.40520093
GA,Georgia,4/25/2020,32.72528337,-83.33925179,22491,899,0,21592,221.8180122,107520,4322,3.997154417,1060.418508,19.21657552
HI,Hawaii,4/25/2020,19.9480403,-149.194191,601,13,463,588,42.44991828,28040,67,2.163061564,1980.525305,11.14808652
IA,Iowa,4/25/2020,41.96197926,-93.1826175,4445,107,1604,4338,169.6103312,31973,278,2.4071991,1220.011501,6.254218223
ID,Idaho,4/25/2020,44.17976114,-114.5212755,1870,54,867,1816,116.1132247,19361,168,2.887700535,1202.175478,8.983957219
IL,Illinois,4/25/2020,39.79487369,-88.65905633,39658,1795,0,37863,337.9275103,189632,4828,4.526199001,1615.862364,12.17408846
IN,Indiana,4/25/2020,39.83630193,-86.16071339,13681,741,0,12940,209.0619276,75553,0,5.41627074,1154.539567,0
KS,Kansas,4/25/2020,38.4593703,-97.57663526,2959,118,0,2841,121.3456863,23588,457,3.987833728,967.3207332,15.44440689
KY,Kentucky,4/25/2020,37.46646798,-84.8027482,3779,200,1341,3579,110.3904621,44962,1143,5.292405398,1313.409885,30.24609685
LA,Louisiana,4/25/2020,30.839563,-91.09947663,26140,1660,14927,24480,568.598815,143716,1697,6.350420811,3126.118872,6.491966335
MA,Massachusetts,4/25/2020,40.98575192,-69.50445945,50969,2556,0,48413,742.5800274,215213,4752,5.014812926,3135.49168,9.323314171
MD,Maryland,4/25/2020,38.68546923,-76.02496138,16616,798,1108,15818,279.5736737,84716,3618,4.802599904,1425.395001,21.77419355
ME,Maine,4/25/2020,43.49941891,-67.76512376,965,47,499,918,82.1971949,17749,152,4.870466321,1511.832137,15.75129534
MI,Michigan,4/25/2020,43.50200821,-84.31642408,36641,3085,3237,33556,459.8946765,136296,3022,8.419530035,1710.701259,8.247591496
MN,Minnesota,4/25/2020,45.20101058,-93.95300562,3185,221,1594,2964,64.38966482,53787,756,6.93877551,1087.386782,23.73626374
MO,Missouri,4/25/2020,38.31751803,-92.23272099,6788,272,0,6516,115.8469319,67017,877,4.007071302,1143.740989,12.91985857
MS,Mississippi,4/25/2020,32.7916758,-89.59222971,5434,209,0,5225,187.6895806,55670,970,3.846153846,1922.833816,17.85057048
MT,Montana,4/25/2020,46.72012955,-109.8300491,444,14,325,430,51.27097751,12127,59,3.153153153,1400.367442,13.28828829
NC,North Carolina,4/25/2020,35.58550831,-79.41116704,8290,294,0,7996,83.58645375,100584,477,3.546441496,1014.168862,5.753920386
ND,North Dakota,4/25/2020,47.37902286,-100.2796649,748,15,285,733,123.3472621,17449,67,2.005347594,2877.388204,8.957219251
NE,Nebraska,4/25/2020,41.11807146,-98.34769384,2424,50,0,2374,158.9224742,19973,0,2.062706271,1309.47136,0
NH,New Hampshire,4/25/2020,42.70899125,-70.33397717,1720,53,578,1667,129.5036397,17727,224,3.081395349,1334.715709,13.02325581
NJ,New Jersey,4/25/2020,39.45336282,-73.04163372,102196,5683,0,96513,1150.5721,205962,6847,5.560883009,2318.820021,6.699870836
NM,New Mexico,4/25/2020,34.54019139,-106.0212616,2521,84,614,2437,151.1814159,51510,412,3.332011107,3088.994341,16.34272114
NV,Nevada,4/25/2020,37.86296131,-113.7655968,4398,197,0,4201,145.7885893,36192,0,4.479308777,1199.722743,0
NY,New York,4/25/2020,42.21578381,-74.85121939,271590,21411,23887,250179,1610.756167,730656,57103,7.883574506,4333.402032,21.02544276
OH,Ohio,4/25/2020,40.33910287,-82.8481382,15169,690,0,14479,135.7543409,107109,3053,4.548750742,958.5675854,20.12657393
OK,Oklahoma,4/25/2020,35.43674413,-96.89775959,3121,188,1961,2933,85.32838441,53012,637,6.023710349,1449.352232,20.41012496
OR,Oregon,4/25/2020,44.56902041,-121.6431079,2177,86,0,2091,54.32891931,45492,520,3.950390446,1135.292236,23.88608176
PA,Pennsylvania,4/25/2020,40.80076573,-77.5705728,40208,1747,0,38461,319.4280801,186143,2746,4.344906486,1478.792805,6.829486669
RI,Rhode Island,4/25/2020,39.28655632,-67.38505529,6699,202,377,6497,632.3623392,47257,576,3.015375429,4460.89671,8.598298253
SC,South Carolina,4/25/2020,33.95085889,-80.97276798,5070,157,3701,4913,100.5957371,46996,944,3.096646943,932.4649428,18.61932939
SD,South Dakota,4/25/2020,44.21049984,-99.08885116,2040,10,1190,2030,277.2145913,14824,124,0.490196078,2014.42603,6.078431373
TN,Tennessee,4/25/2020,35.52194555,-85.27287797,8728,169,4370,8559,132.9488864,131328,808,1.936296975,2000.448139,9.25756187
TX,Texas,4/25/2020,31.51025632,-98.252124,23642,624,9156,23018,102.8603505,242547,1674,2.639370612,1055.260529,7.080619237
UT,Utah,4/25/2020,39.01014766,-109.6341111,3782,39,1252,3743,131.9663545,84697,315,1.031200423,2955.355454,8.328926494
VA,Virginia,4/25/2020,37.53729317,-78.35924335,11594,411,1672,11183,146.6253037,69440,1837,3.544937036,878.183637,15.84440228
VT,Vermont,4/25/2020,42.87171817,-70.66671244,827,44,1710,783,135.4425466,14310,32,5.320435308,2343.631007,3.869407497
WA,Washington,4/25/2020,46.70352869,-119.3591342,12977,722,0,12255,171.8943869,160324,455,5.563689605,2123.664613,3.506203283
WI,Wisconsin,4/25/2020,44.11921289,-89.35496561,5356,263,0,5093,103.5061651,59929,1353,4.910380881,1158.144318,25.2613891
WV,West Virginia,4/25/2020,38.85597718,-80.58995508,1010,32,439,978,76.34176318,29811,97,3.168316832,2253.291388,9.603960396
WY,Wyoming,4/25/2020,42.98141971,-107.2703275,473,7,321,466,95.1250905,8045,54,1.479915433,1617.930979,11.41649049
AK,Alaska,4/26/2020,59.47316558,-143.7430164,339,9,217,330,56.7127674,15732,32,2.654867257,2631.873914,9.439528024
AL,Alabama,4/26/2020,32.83959645,-86.60893133,6026,209,0,5817,128.5163654,71344,839,3.468304016,1521.55187,13.92300033
AR,Arkansas,4/26/2020,34.63985958,-91.74094536,2911,48,964,2863,112.4360619,38053,291,1.648917898,1469.77996,9.996564754
AZ,Arizona,4/26/2020,32.92311986,-109.0097148,6286,273,1345,6013,86.36137385,62508,1022,4.34298441,858.7777214,16.25835189
CA,California,4/26/2020,37.42948681,-120.2166639,42368,1689,0,40679,108.0578709,506035,4847,3.986499245,1290.621807,11.44023792
CO,Colorado,4/26/2020,38.64423049,-104.6355054,12968,684,2086,12284,228.8411493,56789,2366,5.2745219,1002.132945,18.24491055
CT,Connecticut,4/26/2020,41.08680019,-71.7886799,24583,1865,0,22718,689.5097085,77602,1810,7.586543546,2176.598967,7.362811699
DC,District of Columbia,4/26/2020,38.89907582,-77.02426894,3699,165,652,3534,524.1240158,17302,402,4.460665045,2451.579811,10.86780211
DE,Delaware,4/26/2020,38.62290881,-74.37552804,3576,112,809,3464,367.2347715,17698,300,3.131991051,1817.483497,8.389261745
FL,Florida,4/26/2020,28.67133583,-82.17483308,30839,1055,0,29784,145.2435937,333099,5045,3.420992899,1568.808841,16.35915561
GA,Georgia,4/26/2020,32.72528337,-83.33925179,23222,907,0,22315,229.0275167,119014,4326,3.905779003,1173.778351,18.6288864
HI,Hawaii,4/26/2020,19.9480403,-149.194191,605,13,463,592,42.73244685,28040,67,2.148760331,1980.525305,11.07438017
IA,Iowa,4/26/2020,41.96197926,-93.1826175,5092,112,1723,4980,194.2982692,34350,293,2.199528672,1310.712009,5.754124116
ID,Idaho,4/26/2020,44.17976114,-114.5212755,1887,56,867,1831,117.1687994,19361,168,2.967673556,1202.175478,8.903020668
IL,Illinois,4/26/2020,39.79487369,-88.65905633,41777,1875,0,39902,355.9835997,201617,4699,4.48811547,1717.98706,11.24781578
IN,Indiana,4/26/2020,39.83630193,-86.16071339,14399,786,0,13613,220.0338203,79774,1515,5.458712411,1219.04146,10.521564
KS,Kansas,4/26/2020,38.4593703,-97.57663526,3135,120,0,3015,128.5632736,25199,474,3.827751196,1033.386262,15.11961722
KY,Kentucky,4/26/2020,37.46646798,-84.8027482,3915,205,1341,3710,114.3632334,44962,1143,5.236270754,1313.409885,29.1954023
LA,Louisiana,4/26/2020,30.839563,-91.09947663,26512,1707,14927,24805,576.6905809,139002,1700,6.438593844,3023.579667,6.412190706
MA,Massachusetts,4/26/2020,40.98575192,-69.50445945,53348,2730,0,50618,777.2402696,226845,4965,5.117342731,3304.961179,9.306815626
MD,Maryland,4/26/2020,38.68546923,-76.02496138,17766,875,1165,16891,298.9230794,89123,3760,4.925137904,1499.545289,21.16402116
ME,Maine,4/26/2020,43.49941891,-67.76512376,965,47,519,918,82.1971949,17774,156,4.870466321,1513.961598,16.16580311
MI,Michigan,4/26/2020,43.50200821,-84.31642408,37074,3155,8342,33919,465.3294188,144044,2889,8.510007013,1807.949258,7.792523062
MN,Minnesota,4/26/2020,45.20101058,-93.95300562,3446,244,1654,3202,69.66618053,59699,797,7.080673244,1206.906939,23.12826465
