,Date,Country/Region,Confirmed,Deaths,Recovered,Active,New cases,New deaths,New recovered
256,1/23/2020,Guinea-Bissau,0,0,0,0,0,0,0
257,1/23/2020,Guyana,0,0,0,0,0,0,0
258,1/23/2020,Haiti,0,0,0,0,0,0,0
259,1/23/2020,Holy See,0,0,0,0,0,0,0
260,1/23/2020,Honduras,0,0,0,0,0,0,0
261,1/23/2020,Hungary,0,0,0,0,0,0,0
262,1/23/2020,Iceland,0,0,0,0,0,0,0
263,1/23/2020,India,0,0,0,0,0,0,0
264,1/23/2020,Indonesia,0,0,0,0,0,0,0
265,1/23/2020,Iran,0,0,0,0,0,0,0
266,1/23/2020,Iraq,0,0,0,0,0,0,0
267,1/23/2020,Ireland,0,0,0,0,0,0,0
268,1/23/2020,Israel,0,0,0,0,0,0,0
269,1/23/2020,Italy,0,0,0,0,0,0,0
270,1/23/2020,Jamaica,0,0,0,0,0,0,0
271,1/23/2020,Japan,2,0,0,2,0,0,0
272,1/23/2020,Jordan,0,0,0,0,0,0,0
273,1/23/2020,Kazakhstan,0,0,0,0,0,0,0
274,1/23/2020,Kenya,0,0,0,0,0,0,0
275,1/23/2020,"Korea, South",1,0,0,1,0,0,0
276,1/23/2020,Kosovo,0,0,0,0,0,0,0
277,1/23/2020,Kuwait,0,0,0,0,0,0,0
278,1/23/2020,Kyrgyzstan,0,0,0,0,0,0,0
279,1/23/2020,Laos,0,0,0,0,0,0,0
280,1/23/2020,Latvia,0,0,0,0,0,0,0
281,1/23/2020,Lebanon,0,0,0,0,0,0,0
282,1/23/2020,Liberia,0,0,0,0,0,0,0
283,1/23/2020,Libya,0,0,0,0,0,0,0
284,1/23/2020,Liechtenstein,0,0,0,0,0,0,0
285,1/23/2020,Lithuania,0,0,0,0,0,0,0
286,1/23/2020,Luxembourg,0,0,0,0,0,0,0
287,1/23/2020,Madagascar,0,0,0,0,0,0,0
288,1/23/2020,Malawi,0,0,0,0,0,0,0
289,1/23/2020,Malaysia,0,0,0,0,0,0,0
290,1/23/2020,Maldives,0,0,0,0,0,0,0
291,1/23/2020,Mali,0,0,0,0,0,0,0
292,1/23/2020,Malta,0,0,0,0,0,0,0
293,1/23/2020,Mauritania,0,0,0,0,0,0,0
294,1/23/2020,Mauritius,0,0,0,0,0,0,0
295,1/23/2020,Mexico,0,0,0,0,0,0,0
296,1/23/2020,Moldova,0,0,0,0,0,0,0
297,1/23/2020,Monaco,0,0,0,0,0,0,0
298,1/23/2020,Mongolia,0,0,0,0,0,0,0
299,1/23/2020,Montenegro,0,0,0,0,0,0,0
300,1/23/2020,Morocco,0,0,0,0,0,0,0
301,1/23/2020,Mozambique,0,0,0,0,0,0,0
302,1/23/2020,Namibia,0,0,0,0,0,0,0
303,1/23/2020,Nepal,0,0,0,0,0,0,0
304,1/23/2020,Netherlands,0,0,0,0,0,0,0
305,1/23/2020,New Zealand,0,0,0,0,0,0,0
306,1/23/2020,Nicaragua,0,0,0,0,0,0,0
307,1/23/2020,Niger,0,0,0,0,0,0,0
308,1/23/2020,Nigeria,0,0,0,0,0,0,0
309,1/23/2020,North Macedonia,0,0,0,0,0,0,0
310,1/23/2020,Norway,0,0,0,0,0,0,0
311,1/23/2020,Oman,0,0,0,0,0,0,0
312,1/23/2020,Pakistan,0,0,0,0,0,0,0
313,1/23/2020,Panama,0,0,0,0,0,0,0
314,1/23/2020,Papua New Guinea,0,0,0,0,0,0,0
315,1/23/2020,Paraguay,0,0,0,0,0,0,0
316,1/23/2020,Peru,0,0,0,0,0,0,0
317,1/23/2020,Philippines,0,0,0,0,0,0,0
318,1/23/2020,Poland,0,0,0,0,0,0,0
319,1/23/2020,Portugal,0,0,0,0,0,0,0
320,1/23/2020,Qatar,0,0,0,0,0,0,0
321,1/23/2020,Romania,0,0,0,0,0,0,0
322,1/23/2020,Russia,0,0,0,0,0,0,0
323,1/23/2020,Rwanda,0,0,0,0,0,0,0
324,1/23/2020,Saint Kitts and Nevis,0,0,0,0,0,0,0
325,1/23/2020,Saint Lucia,0,0,0,0,0,0,0
326,1/23/2020,Saint Vincent and the Grenadines,0,0,0,0,0,0,0
327,1/23/2020,San Marino,0,0,0,0,0,0,0
328,1/23/2020,Sao Tome and Principe,0,0,0,0,0,0,0
329,1/23/2020,Saudi Arabia,0,0,0,0,0,0,0
330,1/23/2020,Senegal,0,0,0,0,0,0,0
331,1/23/2020,Serbia,0,0,0,0,0,0,0
332,1/23/2020,Seychelles,0,0,0,0,0,0,0
333,1/23/2020,Sierra Leone,0,0,0,0,0,0,0
334,1/23/2020,Singapore,1,0,0,1,1,0,0
335,1/23/2020,Slovakia,0,0,0,0,0,0,0
336,1/23/2020,Slovenia,0,0,0,0,0,0,0
337,1/23/2020,Somalia,0,0,0,0,0,0,0
338,1/23/2020,South Africa,0,0,0,0,0,0,0
339,1/23/2020,South Sudan,0,0,0,0,0,0,0
340,1/23/2020,Spain,0,0,0,0,0,0,0
341,1/23/2020,Sri Lanka,0,0,0,0,0,0,0
342,1/23/2020,Sudan,0,0,0,0,0,0,0
343,1/23/2020,Suriname,0,0,0,0,0,0,0
344,1/23/2020,Sweden,0,0,0,0,0,0,0
345,1/23/2020,Switzerland,0,0,0,0,0,0,0
346,1/23/2020,Syria,0,0,0,0,0,0,0
347,1/23/2020,Taiwan*,1,0,0,1,0,0,0
348,1/23/2020,Tajikistan,0,0,0,0,0,0,0
349,1/23/2020,Tanzania,0,0,0,0,0,0,0
350,1/23/2020,Thailand,3,0,0,3,1,0,0
351,1/23/2020,Timor-Leste,0,0,0,0,0,0,0
352,1/23/2020,Togo,0,0,0,0,0,0,0
353,1/23/2020,Trinidad and Tobago,0,0,0,0,0,0,0
354,1/23/2020,Tunisia,0,0,0,0,0,0,0
355,1/23/2020,Turkey,0,0,0,0,0,0,0
356,1/23/2020,US,1,0,0,1,0,0,0
357,1/23/2020,Uganda,0,0,0,0,0,0,0
358,1/23/2020,Ukraine,0,0,0,0,0,0,0
359,1/23/2020,United Arab Emirates,0,0,0,0,0,0,0
360,1/23/2020,United Kingdom,0,0,0,0,0,0,0
361,1/23/2020,Uruguay,0,0,0,0,0,0,0
362,1/23/2020,Uzbekistan,0,0,0,0,0,0,0
363,1/23/2020,Venezuela,0,0,0,0,0,0,0
364,1/23/2020,Vietnam,2,0,0,2,2,0,0
365,1/23/2020,West Bank and Gaza,0,0,0,0,0,0,0
366,1/23/2020,Western Sahara,0,0,0,0,0,0,0
367,1/23/2020,Yemen,0,0,0,0,0,0,0
368,1/23/2020,Zambia,0,0,0,0,0,0,0
369,1/23/2020,Zimbabwe,0,0,0,0,0,0,0
370,1/24/2020,Afghanistan,0,0,0,0,0,0,0
371,1/24/2020,Albania,0,0,0,0,0,0,0
372,1/24/2020,Algeria,0,0,0,0,0,0,0
373,1/24/2020,Andorra,0,0,0,0,0,0,0
374,1/24/2020,Angola,0,0,0,0,0,0,0
375,1/24/2020,Antigua and Barbuda,0,0,0,0,0,0,0
376,1/24/2020,Argentina,0,0,0,0,0,0,0
377,1/24/2020,Armenia,0,0,0,0,0,0,0
378,1/24/2020,Australia,0,0,0,0,0,0,0
379,1/24/2020,Austria,0,0,0,0,0,0,0
380,1/24/2020,Azerbaijan,0,0,0,0,0,0,0
381,1/24/2020,Bahamas,0,0,0,0,0,0,0
382,1/24/2020,Bahrain,0,0,0,0,0,0,0
383,1/24/2020,Bangladesh,0,0,0,0,0,0,0
384,1/24/2020,Barbados,0,0,0,0,0,0,0
385,1/24/2020,Belarus,0,0,0,0,0,0,0
386,1/24/2020,Belgium,0,0,0,0,0,0,0
387,1/24/2020,Belize,0,0,0,0,0,0,0
388,1/24/2020,Benin,0,0,0,0,0,0,0
389,1/24/2020,Bhutan,0,0,0,0,0,0,0
390,1/24/2020,Bolivia,0,0,0,0,0,0,0
391,1/24/2020,Bosnia and Herzegovina,0,0,0,0,0,0,0
392,1/24/2020,Botswana,0,0,0,0,0,0,0
393,1/24/2020,Brazil,0,0,0,0,0,0,0
394,1/24/2020,Brunei,0,0,0,0,0,0,0
395,1/24/2020,Bulgaria,0,0,0,0,0,0,0
396,1/24/2020,Burkina Faso,0,0,0,0,0,0,0
397,1/24/2020,Burma,0,0,0,0,0,0,0
398,1/24/2020,Burundi,0,0,0,0,0,0,0
399,1/24/2020,Cabo Verde,0,0,0,0,0,0,0
400,1/24/2020,Cambodia,0,0,0,0,0,0,0
401,1/24/2020,Cameroon,0,0,0,0,0,0,0
402,1/24/2020,Canada,0,0,0,0,0,0,0
403,1/24/2020,Central African Republic,0,0,0,0,0,0,0
404,1/24/2020,Chad,0,0,0,0,0,0,0
405,1/24/2020,Chile,0,0,0,0,0,0,0
406,1/24/2020,China,920,26,36,858,277,8,6
407,1/24/2020,Colombia,0,0,0,0,0,0,0
408,1/24/2020,Comoros,0,0,0,0,0,0,0
409,1/24/2020,Congo (Brazzaville),0,0,0,0,0,0,0
410,1/24/2020,Congo (Kinshasa),0,0,0,0,0,0,0
411,1/24/2020,Costa Rica,0,0,0,0,0,0,0
412,1/24/2020,Cote d'Ivoire,0,0,0,0,0,0,0
413,1/24/2020,Croatia,0,0,0,0,0,0,0
414,1/24/2020,Cuba,0,0,0,0,0,0,0
415,1/24/2020,Cyprus,0,0,0,0,0,0,0
416,1/24/2020,Czechia,0,0,0,0,0,0,0
417,1/24/2020,Denmark,0,0,0,0,0,0,0
418,1/24/2020,Djibouti,0,0,0,0,0,0,0
419,1/24/2020,Dominica,0,0,0,0,0,0,0
420,1/24/2020,Dominican Republic,0,0,0,0,0,0,0
421,1/24/2020,Ecuador,0,0,0,0,0,0,0
422,1/24/2020,Egypt,0,0,0,0,0,0,0
423,1/24/2020,El Salvador,0,0,0,0,0,0,0
424,1/24/2020,Equatorial Guinea,0,0,0,0,0,0,0
425,1/24/2020,Eritrea,0,0,0,0,0,0,0
426,1/24/2020,Estonia,0,0,0,0,0,0,0
427,1/24/2020,Eswatini,0,0,0,0,0,0,0
428,1/24/2020,Ethiopia,0,0,0,0,0,0,0
429,1/24/2020,Fiji,0,0,0,0,0,0,0
430,1/24/2020,Finland,0,0,0,0,0,0,0
431,1/24/2020,France,2,0,0,2,2,0,0
432,1/24/2020,Gabon,0,0,0,0,0,0,0
433,1/24/2020,Gambia,0,0,0,0,0,0,0
434,1/24/2020,Georgia,0,0,0,0,0,0,0
435,1/24/2020,Germany,0,0,0,0,0,0,0
436,1/24/2020,Ghana,0,0,0,0,0,0,0
437,1/24/2020,Greece,0,0,0,0,0,0,0
438,1/24/2020,Grenada,0,0,0,0,0,0,0
439,1/24/2020,Guatemala,0,0,0,0,0,0,0
440,1/24/2020,Guinea,0,0,0,0,0,0,0
441,1/24/2020,Guinea-Bissau,0,0,0,0,0,0,0
442,1/24/2020,Guyana,0,0,0,0,0,0,0
443,1/24/2020,Haiti,0,0,0,0,0,0,0
444,1/24/2020,Holy See,0,0,0,0,0,0,0
445,1/24/2020,Honduras,0,0,0,0,0,0,0
446,1/24/2020,Hungary,0,0,0,0,0,0,0
447,1/24/2020,Iceland,0,0,0,0,0,0,0
448,1/24/2020,India,0,0,0,0,0,0,0
449,1/24/2020,Indonesia,0,0,0,0,0,0,0
450,1/24/2020,Iran,0,0,0,0,0,0,0
451,1/24/2020,Iraq,0,0,0,0,0,0,0
452,1/24/2020,Ireland,0,0,0,0,0,0,0
453,1/24/2020,Israel,0,0,0,0,0,0,0
454,1/24/2020,Italy,0,0,0,0,0,0,0
455,1/24/2020,Jamaica,0,0,0,0,0,0,0
456,1/24/2020,Japan,2,0,0,2,0,0,0
457,1/24/2020,Jordan,0,0,0,0,0,0,0
458,1/24/2020,Kazakhstan,0,0,0,0,0,0,0
459,1/24/2020,Kenya,0,0,0,0,0,0,0
460,1/24/2020,"Korea, South",2,0,0,2,1,0,0
461,1/24/2020,Kosovo,0,0,0,0,0,0,0
462,1/24/2020,Kuwait,0,0,0,0,0,0,0
463,1/24/2020,Kyrgyzstan,0,0,0,0,0,0,0
464,1/24/2020,Laos,0,0,0,0,0,0,0
465,1/24/2020,Latvia,0,0,0,0,0,0,0
466,1/24/2020,Lebanon,0,0,0,0,0,0,0
467,1/24/2020,Liberia,0,0,0,0,0,0,0
468,1/24/2020,Libya,0,0,0,0,0,0,0
469,1/24/2020,Liechtenstein,0,0,0,0,0,0,0
470,1/24/2020,Lithuania,0,0,0,0,0,0,0
471,1/24/2020,Luxembourg,0,0,0,0,0,0,0
472,1/24/2020,Madagascar,0,0,0,0,0,0,0
473,1/24/2020,Malawi,0,0,0,0,0,0,0
474,1/24/2020,Malaysia,0,0,0,0,0,0,0
475,1/24/2020,Maldives,0,0,0,0,0,0,0
476,1/24/2020,Mali,0,0,0,0,0,0,0
477,1/24/2020,Malta,0,0,0,0,0,0,0
